id,original_title,cast,director,genres,production_companies,keywords,release_year
245950,The Dragonphoenix Chronicles: Indomitable,"['thanoskermitsis', 'yannisrubusrubulias', 'constantinageorganta']",['thanoskermitsis'],"['adventure', 'action', 'fantasy']",['avalonproductions'],"['sword', 'slave', 'warrior']",2014
227348,Paranormal Activity: The Marked Ones,"['andrewjacobs', 'richardcabral', 'carlospratts']",['christopherblandon'],"['horror', 'thriller']","['blumhouseproductions', 'room11', 'solanafilms']","['supernatural', 'demon', 'foundfootage']",2014
245775,Yves Saint Laurent,"['pierreniney', 'guillaumegallienne', 'nikolaikinski']",['jalillespert'],['drama'],"['snd', 'wyproductions', 'hérodiade', 'umedia', 'vértigofilms']","['biography', 'fashiondesigner', 'fashion']",2014
184352,Tom à la ferme,"['xavierdolan', 'pierreyvescardinal', 'liseroy']",['xavierdolan'],"['drama', 'thriller']",['mk2productions'],"['gay', 'homophobia', 'psychopath']",2014
234155,Asier ETA biok,"['guillermotoledo', 'aitormerino', 'juandiegobotto']","['aitormerino', 'amayamerino']","['documentary', 'history']",['doxaproducciones'],['biography'],2014
255756,白日焰火,"['wangxuebing', 'gweilunmei', '廖凡']",['yinandiao'],"['crime', 'drama', 'mystery']","['chinafilmcompany', 'omnijoimedia', 'boneyardentertainmentchina']","['china', 'suspense']",2014
254065,The Gabby Douglas Story,"['reginaking', 'sepathamerkerson', 'imanihakim']",['greggchampion'],"['tvmovie', 'drama']","['sonypicturestelevision', 'braunentertainmentgroup']","['gymnastics', 'olympicgames']",2014
257155,Threads of Destiny,"['patrikhont', 'carolinaneurath', 'karllindqvist']",['rasmustirzitis'],"['sciencefiction', 'action', 'fantasy']",['branbomm'],['fanfilm'],2014
236737,Ocho apellidos vascos,"['claralago', 'danirovira', 'karraelejalde']",['emiliomartínezlázaro'],"['comedy', 'romance']","['telecincocinema', 'lazonafilms', 'kowalskifilms']","['fight', 'lie', 'basquecountry']",2014
257346,アベンジャーズ コンフィデンシャル：ブラック・ウィドウ ＆ パニッシャー,"['miyukisawashiro', 'tesshougenda', 'hideakitezuka']",['kenichishimizu'],"['animation', 'sciencefiction', 'action']","['madhouse', 'sonypicturesentertainmentjapan']","['marvelcomic', 'superhero', 'basedoncomic']",2014
256628,Takedown: The DNA of GSP,"['georgesstpierre', 'danawhite', 'joerogan']","['petersvatek', 'kristianmanchester']",['documentary'],"['jimmylee', 'triplexfilms', 'upsideupmediagroup']","['sport', 'mixedmartialarts']",2014
253239,Diplomatie,"['andrédussollier', 'nielsarestrup', 'burghartklaußner']",['volkerschlöndorff'],['drama'],"['gaumont', 'arte', 'filmoblige', 'blueprintfilm']","['paris', 'worldwarii', '14s']",2014
186997,L'image manquante,['randaldouc'],['rithypanh'],['documentary'],"['angoaagicoa', 'procirep', 'mediaprogrammeoftheeuropeanunion', 'artefrance', 'régioniledefrance', 'catherinedussartproductionscdp', 'centrenationalducinémaetdelimageaniméecnc', 'bophanaproduction']","['cambodia', 'genocide', 'clay']",2014
180299,The Raid 2: Berandal,"['ikouwais', 'arifinputra', 'okaantara']",['garethevans'],"['action', 'crime', 'thriller']","['ptmerantaufilms', 'xyzfilms']","['prison', 'undercover', 'fight']",2014
197796,La Belle et la Bête,"['vincentcassel', 'léaseydoux', 'andrédussollier']",['christophegans'],"['fantasy', 'romance']","['canalplus', 'studiobabelsberg', 'eskwad', 'tf1filmsproduction', 'tmc', 'pathé', '12films', 'tf1', 'ciné']","['basedonnovel', 'magic', 'castle']",2014
259879,20 Ft Below: The Darkness Descending,"['dannytrejo', 'kingaphilipps', 'frankkrueger']",['marcclebanoff'],['thriller'],['odysseymotionpictures'],"['police', 'movieinmovie', 'gang']",2014
276122,A Brony Tale,"['ashleighball', 'mikebernstein', 'jordandowns']",['brenthodge'],['documentary'],['hodgeefilms'],"['popculture', 'friendship', 'fanculture']",2014
262391,Qu'est-ce qu'on a fait au Bon Dieu,"['christianclavier', 'chantallauby', 'aryabittan']",['philippedechauveron'],['comedy'],['ugc'],"['france', 'marriage', 'racism']",2014
248376,E zhan,"['philipng', 'andyon', 'sammohung']",['wongchingpo'],"['action', 'crime']","['bonainternationalfilmgroup', 'kleinshamroy', 'megavisionpicturesmvp', 'galafilmdistribution']","['martialarts', 'hongkongmovie']",2014
82657,Flight 7500,"['ryankwanten', 'amysmart', 'lesliebibb']",['takashishimizu'],"['thriller', 'horror', 'mystery']","['vertigoentertainment', 'ozlapictures', 'ozlaproductions', 'cbsfilms']","['supernatural', 'flight', 'ghost']",2014
228028,Back in the Day,"['morenabaccarin', 'michaelrosenbaum', 'nickswardson']",['michaelrosenbaum'],['comedy'],['kimandjimproductions'],"['hometown', 'highschoolreunion']",2014
259943,归来,"['gongli', 'chendaoming', 'guotao']",['zhangyimou'],['drama'],['levisionpictures'],"['arrangedmarriage', 'laborcamp']",2014
204968,Jack Strong,"['marcindorociński', 'piotrnerlewski', 'patrickwilson']",['władysławpasikowski'],"['action', 'drama', 'crime']",['scorpiostudio'],"['spy', '17s', 'chase']",2014
267999,Fehér Isten,"['zsófiapsotta', 'sándorzsótér', 'lilihorváth']",['kornélmundruczó'],['drama'],"['protoncinema', 'filmpartners', 'polapandorafilmproduktions']","['dog', 'revolt']",2014
276935,Ek Villain,"['sidharthmalhotra', 'riteshdeshmukh', 'shraddhakapoor']",['mohitsuri'],"['action', 'thriller', 'romance']",['balajimotionpictures'],"['revenge', 'serialkiller']",2014
282268,Monty Python Live (Mostly),"['johncleese', 'terrygilliam', 'ericidle']","['ericidle', 'aubreypowell']",['comedy'],"['picturehouseentertainment', 'hipgnosisltd']","['live', 'montypython']",2014
163710,Hide Your Smiling Faces,"['ryanjones', 'nathanvarnson', 'colmoleary']",['danielpatrickcarbone'],['drama'],['flies'],['friendship'],2014
261813,Slaying the Badger,"['greglemond', 'bernardhinault']",['johndower'],['documentary'],['espnfilms'],['tourdefrance'],2014
252822,Kraftidioten,"['stellanskarsgård', 'pålsverrehagen', 'brunoganz']",['hanspettermoland'],"['thriller', 'action', 'comedy']","['zentropaentertainments', 'detdanskefilminstitut', 'paradoxproduksjon', 'filmiväst']","['stockholmsyndrome', 'kidnapping', 'revenge']",2014
261825,Efes Beyahasei Enosh,"['danaivgy', 'nellytagar', 'shaniklein']",['talyalavie'],"['drama', 'comedy']",['julyaugustproductions'],['womandirector'],2014
296778,Muerte en Buenos Aires,"['hugoarana', 'monicaantonopulos', 'fabiánarenillas']",['nataliameta'],"['crime', 'drama', 'mystery']",['bestiafilms'],['womandirector'],2014
243935,Rob the Mob,"['michaelpitt', 'ninaarianda', 'andygarcía']",['raymonddefelitta'],"['crime', 'drama']","['theexchange', 'rtmfilminc']","['runaway', 'fbi', 'love']",2014
137876,The Reckoning,"['jonathanlapaglia', 'hannamanganlawrence', 'alexwilliams']",['johnvsoto'],"['mystery', 'thriller', 'crime']",['filmscopeentertainment'],"['murder', 'crimescene', 'foundfootage']",2014
314285,Antboy II: Den røde furies hævn,"['oscardietz', 'amaliekrusejensen', 'samueltinggraf']",['askhasselbalch'],"['adventure', 'comedy', 'family']",['nimbusfilmproductions'],"['superhero', 'teensuperheroes']",2014
221902,"Deux jours, une nuit","['marioncotillard', 'fabriziorongione', 'oliviergourmet']","['lucdardenne', 'jeanpierredardenne']",['drama'],"['bimdistribuzione', 'lesfilmsdufleuve', 'archipel35', 'vlaamsaudiovisueelfonds', 'canal', 'eyeworks', 'francetelevision', 'radiotélévisionbelgefrancophonertbf', 'belgacom', 'ciné', 'voo', 'france2cinéma', 'mediaprogrammeoftheeuropeancommunity', 'euroimages']","['depression', 'suicideattempt', 'belgium']",2014
256274,"As Above, So Below","['perditaweeks', 'benfeldman', 'edwinhodge']",['johnerickdowdle'],"['horror', 'thriller']","['universalpictures', 'legendarypictures', 'brothersdowdleproductions']","['paris', 'treasure', 'catacombs']",2014
247182,El niño,"['luistosar', 'jesúscastro', 'eduardfernández']",['danielmonzón'],"['action', 'drama', 'thriller']","['telecincocinema', 'ikirufilms', 'vacafilms']","['spain', 'drugtraffic', 'police']",2014
199933,Atlas Shrugged Part III: Who is John Galt?,"['ericallankramer', 'robmorrow', 'stephentobolowsky']",['jamesmanera'],"['drama', 'sciencefiction', 'mystery']",['atlas3productions'],"['trilogy', 'aynrand']",2014
287590,聖闘士星矢 LEGEND of SANCTUARY,"['kenshoono', 'kenjinojima', 'nobuhikookamoto']",['keiichisato'],"['action', 'animation', 'fantasy']",['toeianimation'],['anime'],2014
223632,The Galapagos Affair: Satan Came to Eden,"['cateblanchett', 'sebastiankoch', 'thomaskretschmann']","['danielgeller', 'daynagoldfine']","['documentary', 'mystery', 'history']",['gellergoldfineproductions'],"['kidnapping', 'biography', 'documentary']",2014
358724,The Other One,"['gracemcphilips', 'nancysellers', 'jessebobharper']",['josefsteiff'],"['drama', 'horror', 'mystery']",['sterlingrockproductions'],['dementia'],2014
261770,Affluenza,"['benrosenfield', 'greggsulkin', 'nicolapeltz']",['kevinasch'],"['drama', 'romance']","['megafilms', 'lookbookfilms']","['wealthy', 'summer', 'teenager']",2014
279967,Dead Within,"['amycalepetersen', 'deanchekvala', 'jclaudedeering']",['benwagner'],"['drama', 'horror', 'thriller']","['thisisjustatest', '341am']","['isolation', 'cabin', 'infection']",2014
265189,Turist,"['lisalovenkongsli', 'johannesbahkuhnke', 'clarawettergren']",['rubenöstlund'],"['comedy', 'drama']","['motlys', 'coproductionoffice', 'filmiväst']","['femalenudity', 'darkcomedy', 'familyvacation']",2014
284427,Who Am I - Kein System ist sicher,"['tomschilling', 'elyasm’barek', 'trinedyrholm']",['baranboodar'],['thriller'],"['sevenpictures', 'deutschecolumbiapicturesfilmproduktion', 'wiedemannbergtelevision']","['hacker', 'computer', 'bka']",2014
271397,Плем'я,"['grigoriyfesenko', 'yananovikova', 'rosababiy']",['myroslavslaboshpytskyi'],"['drama', 'crime']","['hubertbalsfund', 'ukrainianstatefilmagency']","['adolescence', 'deafmute', 'deaf']",2014
293271,Muumit Rivieralla,"['russelltovey', 'tracyannoberman', 'nathanielparker']","['xavierpicard', 'hannahemilä']","['animation', 'comedy', 'family']",['handleproductions'],"['basedoncomic', 'womandirector', 'riviera']",2014
282376,სიმინდის კუნძული,"['i̇lyassalman', 'mariambuturishvili', 'iraklisamushia']",['georgeovashvili'],['drama'],['alamdary'],"['river', 'island', 'georgia']",2014
293205,Recipe for Love,"['daniellepanabaker', 'shawnroberts', 'pascalehutton']",['ronoliver'],"['tvmovie', 'drama', 'romance']",['lighthousepictures'],"['cooking', 'romanticcomedy', 'chef']",2014
266285,The Salvation,"['madsmikkelsen', 'evagreen', 'jeffreydeanmorgan']",['kristianlevring'],"['drama', 'western']","['zentropaproductions', 'spierfilms', 'forwardfilms']","['revenge', 'murder', 'mute']",2014
245844,Blind,"['ellendorritpetersen', 'henrikrafaelsen', 'veravitali']",['eskilvogt'],['drama'],"['lemmingfilm', 'motlys']","['sex', 'infidelity', 'dream']",2014
285025,Hin und Weg,"['floriandavidfitz', 'juliakoschitz', 'jürgenvogel']",['christianzübert'],"['drama', 'comedy']",['majesticfilmproduktion'],"['vacation', 'friends', 'thirtysomething']",2014
152736,Child of God,"['scotthaze', 'wadewilliams', 'jamesfranco']",['jamesfranco'],"['crime', 'drama', 'thriller']","['rabbitbandiniproductions', 'madeinfilmland']","['necrophilia', 'deepsouth']",2014
236735,La isla mínima,"['raúlarévalo', 'javiergutiérrez', 'antoniodelatorre']",['albertorodríguez'],"['mystery', 'thriller']","['atípicafilms', 'atresmediacine', 'sacromontefilms']","['kidnapping', 'suspense', 'serialkiller']",2014
304850,Hard Sun,"['robynbuck', 'johnbain', 'benbegley']",['canyonprince'],"['romance', 'drama']",['twoguysandafilm'],"['brothersisterrelationship', 'deathofparent', 'specialneeds']",2014
284306,He ovat paenneet,"['pelleheikkilä', 'roosasöderholm', 'jaripehkonen']",['jukkapekkavalkeapää'],['drama'],"['helsinkifilmioy', 'revolveramsterdam']","['runaway', 'escape', 'teenager']",2014
278772,Serial Killer Culture,"['johnborowski', 'stevegiannangelo', 'rickstaton']",['johnborowski'],"['history', 'documentary', 'crime']",['waterfrontproductions'],"['artist', 'musician', 'serialkiller']",2014
280795,Haider,"['shahidkapoor', 'tabu', 'shraddhakapoor']",['vishalbhardwaj'],"['action', 'drama', 'crime']","['utvmotionpictures', 'vishalbhardwajpictures']","['suspense', 'deathoffather', 'kashmirconflict']",2014
244801,52 Tuesdays,"['tildacobhamhervey', 'delherbertjane', 'imogenarcher']",['sophiehyde'],"['drama', 'family']",['closerproductions'],"['comingofage', 'teenagegirl', 'transgender']",2014
241842,Død Snø 2,"['vegarhoel', 'ørjangamst', 'martinstarr']",['tommywirkola'],"['horror', 'action', 'comedy']","['sagafilm', 'tappeluftpictures', 'thefyzz']","['nazis', 'sequel', 'gore']",2014
287495,Im Labyrinth des Schweigens,"['alexanderfehling', 'andrészymanski', 'friederikebecht']",['giulioricciarelli'],"['drama', 'history']","['claussenwöbkeputzfilmproduktion', 'nakedeyefilmproductiongmbhcokg']",['worldwarii'],2014
270403,Gett,"['ronitelkabetz', 'simonabkarian', 'menashenoy']","['ronitelkabetz', 'shlomielkabetz']",['drama'],"['artefrancecinéma', 'filmsdistribution', 'israelfilmfund', 'dbgdeuxbeauxgarçons', 'canalfrance', 'elzévircie', 'minitraitéfrancoallemandfr', 'rivafilms']","['israel', 'judge', 'divorce']",2014
237791,Hoje Eu Quero Voltar Sozinho,"['ghilhermelobo', 'fábioaudi', 'selmaegrei']",['danielribeiro'],"['drama', 'romance']",['lacunafilmes'],"['gay', 'brazil', 'friendship']",2014
206563,Trash,"['ricksontevez', 'eduardoluis', 'gabrielweinstein']",['stephendaldry'],"['adventure', 'crime', 'drama']","['o2filmes', 'workingtitlefilms', 'peapiefilms']","['brazilian', 'drama', 'thriller']",2014
265195,Relatos salvajes,"['ricardodarín', 'leonardosbaraglia', 'daríograndinetti']",['damiánszifrón'],"['drama', 'thriller', 'comedy']",['warnerbros'],"['revenge', 'weddingparty', 'roadrage']",2014
289575,Tales of the Grim Sleeper,['lonniefranklinjr'],['nickbroomfield'],"['crime', 'documentary']",['southcentralfilms'],['serialkiller'],2014
284246,The Yes Men Are Revolting,"['andybichlbaum', 'mikebonanno']","['lauranix', 'theyesmen']",['documentary'],"['garysanchezproductions', 'chilifilm']","['politicalactivism', 'socialactivism', 'womandirector']",2014
256913,Une rencontre,"['sophiemarceau', 'françoiscluzet', 'lisaazuelos']",['lisaazuelos'],"['drama', 'romance']",['bethsabéemucho'],['womandirector'],2014
268174,BFFs,"['tarakarsian', 'andreagrano', 'larisaoleynik']",['andrewputschoegl'],['comedy'],['sneakypeteproductions'],"['couplestherapy', 'relationship']",2014
283726,Une nouvelle amie,"['anaïsdemoustier', 'romainduris', 'raphaëlpersonnaz']",['françoisozon'],['drama'],"['foz', 'marsfilms', 'mandarinfilms']","['deathofbestfriend', 'genderconfusion']",2014
289153,Tu veux... ou tu veux pas?,"['sophiemarceau', 'patrickbruel', 'alexiabarlier']",['toniemarshall'],"['comedy', 'romance']","['arenafilms', 'warnerbrosfrance', 'tabotabofilms', 'cinéfrance1888']",['womandirector'],2014
242828,思い出のマーニー,"['saratakatsuki', 'kasumiarimura', 'nanakomatsushima']",['hiromasayonebayashi'],"['animation', 'drama']","['studioghibli', 'hakuhododymediapartners', 'kddicorporation', 'nippontelevisionnetworkntv', 'mitsubishimotorscorporation']","['friendship', 'imaginaryfriend', 'photograph']",2014
241868,ルパン三世,"['shunoguri', 'meisakuroki', 'goayano']",['ryûheikitamura'],"['action', 'adventure', 'comedy']",['toho'],"['detectiveinspector', 'thief', 'artthief']",2014
119892,西遊記之大鬧天宮,"['donnieyen', 'aaronkwok', 'joechen']",['soicheang'],"['action', 'adventure', 'family']","['mandarinfilm', 'filmkopictures']","['religion', 'classic', 'chinesehistory']",2014
304023,楽園追放,"['riekugimiya', 'shinichiroumiki', 'hiroshikamiya']",['seijimizushima'],"['action', 'animation', 'sciencefiction']","['aniplex', 'toeianimation', 'graphinica']","['future', 'postapocalyptic', 'virtualreality']",2014
252391,魔女の宅急便,"['fukakoshiba', 'machikoono', 'hirofumiarai']",['takashishimizu'],['fantasy'],['toeicompany'],"['witch', 'fantasy', 'broom']",2014
105001,冰封俠: 重生之門,"['donnieyen', 'wangbaoqiang', 'huangshengyi']",['lawwingcheong'],"['adventure', 'history', 'action']",['china3ddigitalentertainment'],"['martialarts', 'timetravel', 'impersonatingapoliceofficer']",2014
170522,Astérix: Le domaine des dieux,"['rogercarel', 'alexandreastier', 'lionnelastier']","['alexandreastier', 'louisclichy']","['animation', 'comedy', 'adventure']","['canalplus', 'm6films', 'm6studio', 'belvision', 'mikrosimage', 'ciné', 'm6', 'sociéténouvelledecinématographiesnc', 'centrenationaldelacinématographiecnc', 'w', 'gridanimation']",['3d'],2014
294538,Hit by Lightning,"['stephanieszostak', 'joncryer', 'willsasso']",['rickyblitt'],"['romance', 'comedy', 'crime']","['zedfilmworks', 'chantalchamandyentertainmentcce']","['soulmates', 'bestfriend']",2014
252178,'71,"['jackoconnell', 'paulanderson', 'seanharris']",['yanndemange'],"['thriller', 'action', 'drama']","['screenyorkshire', 'britishfilminstitutebfi', 'creativescotland', 'film4', 'warpfilms', 'crabapplefilms']","['riot', 'war', 'british']",2014
302496,Beautiful Girl,"['brendansextoniii', 'diorabaird', 'matthewgraygubler']",['stevielong'],['drama'],"['solventdreams', 'protonentertainment', 'privateislandaudio']",['pornostar'],2014
289728,Jingle All the Way 2,"['larrythecableguy', 'brianstepanek', 'kirstenrobek']",['alexzamm'],"['comedy', 'family']","['twentiethcenturyfoxfilmcorporation', 'wwestudios']","['holiday', 'santaclaus', 'christmas']",2014
308165,एक्शन जैकसन,"['ajaydevgn', 'manasvimamgai', 'sonakshisinha']",['prabhudeva'],"['action', 'comedy', 'drama']",['erosinternational'],"['gun', 'fight', 'sword']",2014
295698,Free the Nipple,"['lolakirke', 'caseylabow', 'linaesco']",['linaesco'],"['drama', 'comedy']","['bethsabéemucho', 'disruptivefilms']",['womandirector'],2014
280218,1987,"['jeancarlboucher', 'claudiocolangelo', 'sandrinebisson']",['ricardotrogi'],"['comedy', 'drama']",['gofilms'],"['italian', 'biography', 'teenager']",2014
266044,Amour fou,"['christianfriedel', 'birteschnoeink', 'stephangrossmann']",['jessicahausner'],"['drama', 'comedy', 'romance']","['coop', 'essentialfilmproduktiongmbh', 'amourfouluxembourg']","['suicide', 'biography', 'poet']",2014
171846,キラーズ,"['kazukikitamura', 'okaantara', 'rintakanashi']","['timotjahjanto', 'kimostamboel']","['crime', 'thriller', 'action']","['nikkatsu', 'xyzfilms', 'guerillamerahfilms']",['serialkiller'],2014
312497,Ascension,"['triciahelfer', 'gilbellows', 'brianvanholt']","['mairzeealmas', 'nickcopus', 'robertlieberman', 'vincenzonatali', 'stephenwilliams']","['drama', 'sciencefiction']","['blumhousetelevision', 'seatoskyentertainment', 'levens']",['miniseries'],2014
302118,Quatsch und die Nasenbärbande,"['bennofürmann', 'fritzihaberlandt', 'margaritabroich']",['veithelmer'],['family'],['veithelmerfilmproduktion'],"['children', 'animal']",2014
280509,Common,"['nicomirallegro', 'susanlynch', 'danielmays']",['davidblair'],"['drama', 'crime']",['bbcdramaproductions'],"['law', 'british', 'mystery']",2014
287486,Mielensäpahoittaja,"['anttilitja', 'mariperankoski', 'petrafrey']",['domekarukoski'],"['drama', 'comedy']",['solarfilmsinc'],"['aging', 'family']",2014
287301,Kesäkaverit,"['annapaavilainen', 'iinakuustonen', 'minkakuustonen']",['inariniemi'],['comedy'],"['solarfilmsinc', 'nordiskfilmproduction']","['holiday', 'beach', 'drama']",2014
300487,Ruotsalainen hetki,"['tommikorpela', 'minnahaapkylä', 'elinaknihtilä']","['tommikorpela', 'hannupekkabjörkman', 'teemukaskinen', 'elinaknihtilä', 'marklwoff', 'minnahaapkylä']",['comedy'],['oybufoab'],['darkcomedy'],2014
297222,PK,"['aamirkhan', 'anushkasharma', 'sushantsinghrajput']",['rajkumarhirani'],"['comedy', 'drama', 'sciencefiction']","['rajkumarhiranifilms', 'vinodchoprafilms']","['society', 'friendship', 'love']",2014
253065,수상한 그녀,"['shimeunkyung', 'leejinwook', 'parkinhwan']",['hwangdonghyuk'],"['family', 'drama']",['cjentertainment'],"['elderly', 'rejuvenate']",2014
265297,Le sel de la terre,"['julianoribeirosalgado', 'wimwenders', 'hugobarbier']","['wimwenders', 'julianoribeirosalgado']",['documentary'],"['régioniledefrance', 'deciafilms', 'amazonasimages', 'solaresfondazionedellearti', 'maisoneuropéennedelaphotographie', 'serviçiosocialdocomércio', 'secretariadeestadodeculturadoespiritosanto']","['france', 'brazilian', 'photographer']",2014
253454,白ゆき姫殺人事件,"['maoinoue', 'goayano', 'misakorenbutsu']",['yoshihironakamura'],"['drama', 'mystery', 'thriller']",['shochiku'],"['plannedmurder', 'mystery', 'coworker']",2014
315360,Beck 27 - Rum 302,"['peterhaber', 'mikaelpersbrandt', 'ingvarhirdwall']",['mårtenklingberg'],"['thriller', 'crime', 'mystery']","['nordiskfilm', 'tv4swedenab', 'tv2norge']","['gunvald', 'beck', 'martin']",2015
315044,"Eila, Rampe ja Likka","['pirkkapekkapetelius', 'emmiparviainen', 'emmiparviainen']",['tarumäkelä'],['comedy'],['nordiskfilm'],['womandirector'],2014
267573,하이힐,"['chaseungwon', 'esom', 'ohjungse']",['jangjin'],['action'],['lotteentertainment'],"['detective', 'cop', 'transgender']",2014
251555,"Pancho, el perro millonario","['ivanmassagué', 'patriciaconde', 'guillermocrehueras']",['tomfernández'],['comedy'],"['atresmediacine', 'fourluckbanana']","['animalashuman', 'dog', 'millionaire']",2014
208763,Viy,"['jasonflemyng', 'alekseychadov', 'agniyaditkovskite']",['olegstepchenko'],"['thriller', 'adventure', 'mystery']","['universalpictures', 'ankorfilm']","['monster', 'mystic', 'church']",2014
274007,The Color of Rain,"['laceychabert', 'warrenchristie', 'matthewkevinanderson']",['annewheeler'],"['tvmovie', 'drama']",['lighthousepictures'],['womandirector'],2014
257648,白发魔女传之明月天国,"['fanbingbing', 'huangxiaoming', 'vincentzhao']","['jacobcheungchileung', 'zhangzhiliang']","['romance', 'fantasy', 'action']",['bonafilmgroup'],"['china', 'traitor', 'swordfight']",2014
114982,Adieu au langage,"['jessicaerickson', 'héloïsegodet', 'zoébruneau']",['jeanlucgodard'],['drama'],"['wildbunch', 'canal', 'centrenationaldelacinématographiecnc']","['fight', 'love', 'experimentalfilm']",2014
277432,Happy New Year,"['shahrukhkhan', 'deepikapadukone', 'abhishekbachchan']",['farahkhan'],"['action', 'comedy', 'crime']","['yashrajfilms', 'redchilliesentertainment']","['competition', 'dance', 'stripper']",2014
315362,Beck 28 - Familjen,"['peterhaber', 'mikaelpersbrandt', 'ingvarhirdwall']",['mårtenklingberg'],"['thriller', 'crime', 'mystery']","['nordiskfilm', 'tv4swedenab', 'tv2norge']","['family', 'gunvald', 'beck']",2015
246011,Ping Pong Summer,"['susansarandon', 'leathompson', 'amysedaris']",['michaeltully'],['comedy'],"['compassentertainment', 'nomadicindependencepictures', 'indieentertainment', 'epicmatchmedia']","['pingpong', 'vacation', 'independentfilm']",2014
254869,Torrente 5: Operación Eurovegas,"['santiagosegura', 'juliánlópez', 'jesulíndeubrique']",['santiagosegura'],"['action', 'comedy']","['amiguetesentertainment', 'telefónicastudios', 'atresmediacine']","['casino', 'robbery', 'antihero']",2014
271969,Ben-Hur,"['jackhuston', 'tobykebbell', 'rodrigosantoro']",['timurbekmambetov'],"['adventure', 'drama', 'action']","['paramountpictures', 'metrogoldwynmayermgm', 'seandanielcompany', 'lightworkersmedia']","['ancientrome', 'betrayal', 'vengeance']",2016
68735,Warcraft,"['paulapatton', 'travisfimmel', 'benfoster']",['duncanjones'],"['action', 'adventure', 'fantasy']","['universalpictures', 'atlasentertainment', 'legendarypictures', 'blizzardentertainment']","['videogame', 'elves', 'orcs']",2016
76600,Avatar 2,"['katewinslet', 'zoesaldana', 'samworthington']",['jamescameron'],"['action', 'adventure', 'fantasy']","['twentiethcenturyfoxfilmcorporation', 'lightstormentertainment', 'riverroadentertainment', 'tsgentertainment']","['sequel', 'alienplanet', 'avatar']",2020
166426,Pirates of the Caribbean: Dead Men Tell No Tales,"['johnnydepp', 'javierbardem', 'geoffreyrush']","['joachimrønning', 'espensandberg']","['adventure', 'action', 'fantasy']","['waltdisneypictures', 'jerrybruckheimerfilms', 'infinitumnihil', 'movingpicturecompanympc']","['sea', 'ship', 'sequel']",2017
141052,Justice League,"['benaffleck', 'henrycavill', 'galgadot']",['zacksnyder'],"['action', 'adventure', 'fantasy']","['dccomics', 'kennedymillerproductions', 'linpictures', 'warnerbros', 'dcentertainment', 'ratpacduneentertainment', 'cruelandunusualfilms']","['dccomics', 'basedoncomic', 'superpowers']",2017
293660,Deadpool,"['ryanreynolds', 'morenabaccarin', 'edskrein']",['timmiller'],"['action', 'adventure', 'comedy']","['twentiethcenturyfoxfilmcorporation', 'marvelentertainment', 'thedonnerscompany', 'tsgentertainment', 'kinberggenre']","['antihero', 'mercenary', 'marvelcomic']",2016
284053,Thor: Ragnarok,"['chrishemsworth', 'tomhiddleston', 'cateblanchett']",['taikawaititi'],"['action', 'adventure', 'fantasy']","['waltdisneypictures', 'marvelstudios']","['marvelcomic', 'sequel', 'superhero']",2017
283995,Guardians of the Galaxy Vol. 2,"['chrispratt', 'zoesaldana', 'davebautista']",['jamesgunn'],"['action', 'adventure', 'comedy']","['waltdisneypictures', 'marvelstudios']","['sequel', 'superhero', 'basedoncomic']",2017
271110,Captain America: Civil War,"['chrisevans', 'robertdowneyjr', 'scarlettjohansson']","['anthonyrusso', 'joerusso']","['adventure', 'action', 'sciencefiction']","['studiobabelsberg', 'marvelstudios', 'waltdisneystudiosmotionpictures', 'vitaraydutchproductionsiii', 'deluxedigitalstudios']","['civilwar', 'war', 'marvelcomic']",2016
284052,Doctor Strange,"['benedictcumberbatch', 'chiwetelejiofor', 'rachelmcadams']",['scottderrickson'],"['action', 'adventure', 'fantasy']","['waltdisneypictures', 'marvelstudios']","['magic', 'marvelcomic', 'superhero']",2016
246655,X-Men: Apocalypse,"['jamesmcavoy', 'michaelfassbender', 'jenniferlawrence']",['bryansinger'],['sciencefiction'],"['twentiethcenturyfoxfilmcorporation', 'donnerscompany', 'marvelentertainment', 'badhatharryproductions', 'tsgentertainment', 'kinberggenre']","['mutant', 'supernaturalpowers', 'marvelcomic']",2016
270343,Les Combattants,"['adèlehaenel', 'kevinazais', 'antoinelaurent']",['thomascailley'],"['comedy', 'romance']","['hautetcourt', 'canal', 'ciné', 'centrenationaldelacinématographiecnc', 'appaloosafilms', 'cofinova1', 'nordouestproductions', 'régionaquitaine', 'départementdespyrénéesatlantiques', 'cofimage25', 'palatineétoile11']","['france', 'trainingcamp', 'forest']",2014
245589,Voodoo Possession,"['dannytrejo', 'mariefrançoisetheodore', 'ryancaltagirone']",['walterboholst'],"['mystery', 'horror', 'drama']","['b2fx', 'frontrowmedia', 'frontrowproductions', 'roughridersstudios', 'waltertainment']","['voodoo', 'possession', 'haitian']",2014
261823,Loitering with Intent,"['ivanmartin', 'michaelgodere', 'marisatomei']",['adamrapp'],"['comedy', 'drama']","['newartistsalliance', 'partsandlabor', 'mmbutteredpaniniproductions']","['newyork', 'posttraumaticstressdisorder', 'career']",2014
283536,Ned Rifle,"['aubreyplaza', 'parkerposey', 'liamaiken']",['halhartley'],['drama'],['possiblefilms'],"['father', 'politics', 'murder']",2014
