id,popularity,original_title,cast,director,genres,production_companies,vote_average,keywords
259954,0.33064499999999997,[],"[1123, 16066, 4482]",[21324],"[2, 7]","[3190, 3899, 4959]",7.1,"[11210, 5133, 27129]"
94590,0.330541,"[5402, 5403, 404]","[8595, 4486, 16067]","[8595, 21325]","[9, 6, 2]",[23627],5.8,[487]
199575,0.276845,"[570, 2790]","[8596, 16068, 5898]",[21326],"[9, 1, 4]","[2639, 23628]",6.1,"[357, 345, 2300]"
174337,0.460808,"[2013, 150]","[4474, 3539, 2120]",[21327],"[2, 1]","[4978, 23629, 23630]",5.9,[28]
236399,0.30353800000000003,"[5404, 5405]","[927, 1016, 16069]",[21328],"[1, 12, 4]","[23631, 10514, 23632]",6.4,"[2297, 7106, 5662]"
270654,0.318941,"[4144, 12035, 4186]","[928, 1566, 1573]",[21329],[9],"[2223, 2639, 4977]",4.8,"[25, 1547, 2830]"
206296,0.318608,"[101, 1355, 1519]","[1563, 16070, 16071]",[4798],"[2, 1, 17]","[4979, 23633, 23634]",5.4,"[1089, 39, 356]"
157099,0.317225,"[2362, 977, 7511]","[1011, 907, 641]","[21330, 21331]","[1, 2]","[6786, 23635, 10515]",5.9,"[27130, 614, 11211]"
157424,0.404018,"[1223, 1719, 5406]","[915, 16072, 16073]",[9827],[5],"[10516, 23636, 23637]",4.6,"[45, 94, 1946]"
276401,0.315839,"[2011, 5394, 5395]","[586, 904, 1568]",[6462],"[7, 1]","[1303, 3894, 6774]",6.4,"[33, 2425, 7105]"
241843,0.689942,[12036],"[418, 8597, 3529]","[21332, 21333]","[3, 2, 5]","[6731, 10466]",5.2,"[11212, 897, 129]"
297680,0.309771,[12037],"[16074, 16075, 16076]",[21334],"[4, 5, 9]","[1672, 23638, 10387]",4.7,[724]
126172,0.309634,"[978, 5377]","[16077, 8598, 16078]",[9740],[5],[773],3.9,"[2065, 978]"
268171,0.306919,"[12038, 5407]","[758, 545, 5924]",[4799],"[2, 10, 7]","[23639, 23640, 4969]",6.5,[2688]
289727,0.306026,[12039],"[591, 1019, 5882]",[4800],"[7, 2]",[97],5.8,"[436, 7713, 27131]"
330115,0.12871,[1346],"[756, 2465, 699]",[756],"[2, 1]",[10517],5.9,"[2301, 28]"
276496,0.302498,"[138, 311]","[4487, 5925, 16079]",[21335],[1],[23641],4.4,"[1383, 1062, 291]"
290999,0.30149699999999996,"[12040, 461, 64]","[16080, 16081, 16082]",[21336],[5],[23642],6.0,"[129, 4019]"
249660,0.300442,"[1726, 64]","[1569, 16083, 16084]",[21337],[1],[6741],6.1,"[2291, 4020]"
302828,0.299103,[1083],"[8599, 4481, 8600]",[21338],"[25, 6]",[23643],6.5,"[737, 27132, 27133]"
305091,0.29889899999999997,"[5408, 12041]","[8601, 2465, 4437]",[8601],[20],[23644],6.4,"[239, 7111, 11213]"
281418,0.29364,[4187],"[825, 2470, 2902]",[21339],"[4, 8, 1]","[23645, 23646]",5.0,"[4187, 3283]"
299969,0.293107,"[2774, 1519, 7512]","[8433, 16085, 16086]",[21340],[20],"[423, 10379]",7.7,[351]
267806,0.290104,"[4188, 12042]","[16087, 16088, 16089]","[9811, 9828, 9829]","[5, 4]","[6787, 6788]",4.2,[2689]
276908,0.290033,[2014],"[825, 16090, 8602]",[21341],"[9, 2, 1]","[555, 23647]",6.7,"[7, 27134, 27135]"
242090,0.289951,"[150, 41]","[2090, 2898, 2945]",[21342],"[7, 2, 1]",[10353],6.8,"[1990, 1693, 356]"
289416,0.289238,[2356],"[16091, 5926, 4424]",[21343],"[4, 5]","[1671, 23648]",4.7,"[576, 985, 736]"
265010,0.289102,[124],"[8603, 8604, 16092]",[21344],"[5, 12, 4]","[23649, 23650, 23651]",5.7,"[32, 22, 998]"
257117,0.288035,"[200, 4189]","[8427, 16093, 16094]",[21345],"[5, 4]",[23652],7.4,"[614, 28]"
113833,0.286381,"[12043, 567]","[532, 8375, 4423]",[6472],[1],"[1300, 289, 453]",7.8,"[92, 1183, 1327]"
243526,0.285328,[12044],"[8605, 3566, 16095]",[21346],"[4, 1]",[3891],6.8,[2288]
79316,0.283225,"[1084, 7513]","[16096, 5889, 8606]","[5842, 9830]",[5],"[19, 217, 3149]",4.5,[724]
285387,0.280438,[12045],"[16097, 16098, 16099]",[9831],"[1, 4, 3]",[3900],5.3,"[95, 269]"
258284,0.280105,"[7514, 60, 1085]","[473, 541, 589]",[4781],"[4, 1, 8]","[1667, 2620]",5.6,"[18, 72, 7112]"
284284,0.38421,"[5409, 790]","[2075, 1262, 3555]",[9832],"[1, 43]","[10518, 555, 6789]",4.8,"[59, 44, 24]"
294093,0.279115,"[460, 94]","[16100, 16101, 16102]",[21347],"[6, 9, 11]",[23653],4.3,"[94, 224, 460]"
304336,0.278064,"[12046, 266]","[2946, 2929, 5927]",[21348],[1],[3901],3.8,"[291, 1328, 27136]"
276488,0.277049,"[2363, 1358, 7515]","[2900, 16103, 5848]",[21349],[5],"[23654, 6715, 23655]",5.4,"[329, 95, 44]"
319389,0.275803,[12047],"[5928, 2105, 5929]",[21350],"[7, 2]","[4973, 23656]",4.9,[397]
278774,0.272995,[7516],"[16104, 16105, 16106]",[9833],"[10, 11, 2]","[4980, 23657]",5.5,"[266, 54, 27137]"
282672,0.270806,[5323],"[3573, 8607, 8608]",[21351],"[7, 1]",[23658],5.6,[11173]
306650,0.26952800000000005,[12048],"[16107, 16108, 16109]",[21352],"[4, 25, 6]","[1666, 1672, 10406]",5.8,"[187, 135, 2282]"
255491,0.26903299999999997,"[12049, 12050]","[5813, 2121, 3574]",[21353],[2],"[23659, 23660, 23661]",3.7,"[1094, 28]"
252102,0.267446,"[521, 7517]","[16110, 16111, 16112]","[21354, 21355]","[2, 6]","[10423, 10519, 23662]",5.8,"[3991, 28]"
209269,0.264523,[12051],"[1792, 5899, 1814]",[21356],"[12, 4, 8]","[2223, 10520, 663]",5.1,"[1958, 357, 95]"
269650,0.264059,"[12052, 4190]","[8609, 8610, 16113]",[4801],"[13, 9, 3]",[951],6.4,"[234, 25, 11214]"
114155,0.259735,"[12053, 4191]","[646, 589, 5930]",[21357],[1],[23663],6.1,[27138]
259074,0.258304,"[2336, 1346]","[8611, 16114, 16115]",[6473],[4],[23664],4.4,"[47, 11215]"
304613,0.255838,"[5410, 734]","[2458, 2947, 2108]",[21358],[5],[23665],4.6,"[1958, 618]"
269100,0.252762,"[5403, 789, 111]","[915, 5931, 2116]",[21359],"[23, 20, 13]",[23666],6.0,"[487, 1943, 11216]"
124470,0.24686999999999998,[12054],"[16116, 16117, 16118]",[3775],[5],"[4981, 23667, 23668]",4.5,"[5178, 5174, 724]"
282296,0.751476,"[1086, 1722]","[1253, 389, 1418]",[21360],"[7, 2, 1]","[75, 23669, 23670]",6.0,"[65, 1094, 8338]"
293262,0.431184,[5411],"[8612, 16119, 16120]",[21361],[20],[277],6.6,"[38, 3279, 30]"
274820,0.374265,"[150, 12055, 4192]","[8482, 2087, 1593]",[21362],[1],"[23671, 23672]",5.6,"[90, 62, 672]"
275619,0.634232,"[1345, 2757]","[4488, 16121, 16122]",[21363],"[4, 9, 3]",[374],2.4,"[2695, 2302, 7113]"
244403,0.240398,[12056],"[2477, 1123, 4489]",[751],"[17, 1, 2]","[3178, 10521, 23673]",7.1,"[53, 4021, 27139]"
283589,0.239862,"[1359, 1359]","[4490, 4491, 8613]",[9834],"[3, 6, 4]",[10522],6.2,"[40, 154, 720]"
283589,0.239862,"[1359, 1359]","[4490, 4491, 8613]",[9834],"[3, 6, 4]",[10522],6.2,"[40, 154, 720]"
286548,0.2371260000000001,"[5412, 42, 3379]","[8614, 2897, 8615]",[9835],[3],[23674],4.2,"[82, 292, 1696]"
289394,0.342044,[7518],"[705, 5932, 16123]",[3755],"[57, 1, 23]","[6748, 10523]",7.1,"[63, 38, 7518]"
200511,0.23281999999999997,[1994],"[16124, 16125, 5933]",[21364],"[1, 8, 4]",[3878],5.0,[77]
260001,0.2315780000000001,"[127, 12057]","[2942, 2902, 3575]",[21365],"[7, 2]","[6720, 23675, 23676]",6.1,"[562, 501, 3407]"
254193,0.22992600000000002,"[7519, 12058]","[16126, 2948, 16127]",[21366],"[4, 5]","[3194, 2624, 10524]",5.6,"[621, 815, 2371]"
253251,0.22849499999999998,[12059],"[16128, 16129]",[21367],"[2, 1, 7]","[3163, 4982, 23677]",6.2,"[1756, 1951, 2425]"
263855,0.226863,"[7520, 12060]","[907, 3576, 8616]",[21368],"[25, 1]","[10432, 23678]",6.2,"[4022, 28, 27140]"
270771,0.43327299999999996,[7521],"[16130, 5819, 5846]",[21369],"[5, 4, 3]",[23679],5.5,"[234, 55, 44]"
249170,0.22306700000000002,[460],"[16131, 8617, 16132]",[21370],[20],[23680],7.0,"[4023, 2274, 27141]"
225044,0.34522600000000003,"[573, 1743, 573]","[2942, 5934, 16133]",[3615],"[17, 1]","[10384, 23681]",7.4,"[27142, 85, 558]"
244260,0.22156399999999998,"[117, 5413]","[541, 5935, 1597]",[21371],[1],"[23682, 10364, 23683]",5.0,"[100, 28, 8177]"
209416,0.253943,"[12061, 280, 12062]","[16134, 16135, 147]","[1027, 21372]",[20],"[10525, 23684]",7.6,"[1324, 38, 27143]"
250658,0.22006399999999998,"[12063, 170, 197]","[16136, 16137, 16138]",[9836],[20],"[513, 10426, 10526]",7.8,"[785, 38, 2293]"
262788,0.217873,"[2364, 683, 632]","[8618, 8619, 1798]",[21373],"[6, 10]","[6790, 23685, 23686]",4.9,"[683, 7114, 224]"
267793,0.217415,"[12064, 2365]","[927, 1016, 16139]",[6474],"[57, 7, 1]","[10514, 10527, 23687]",6.1,[28]
284274,0.21533000000000002,"[626, 42, 627]","[3577, 5858, 8620]",[9837],"[6, 13, 3]",[423],6.2,"[351, 160, 279]"
265019,0.21284099999999997,[12065],"[8616, 16140, 16141]",[6129],"[4, 5]",[6791],5.1,"[1074, 737]"
258193,0.492782,"[123, 5348]","[16142, 16143, 16144]",[21374],"[5, 9, 4]","[3195, 2239, 10528]",4.6,"[5179, 875, 123]"
264170,0.202776,"[355, 1991, 210]","[1264, 16145, 1812]",[6475],"[3, 13]",[46],7.6,"[46, 160, 279]"
294741,0.201445,[5414],"[5866, 8621, 16146]",[9838],"[1, 4]",[10529],4.8,"[7115, 27144, 7116]"
298093,0.222714,"[886, 83]","[16147, 755, 3578]",[21375],"[4, 3, 8]",[10530],5.5,"[50, 11217]"
298445,0.199012,"[1082, 4193]","[16148, 5936, 5937]",[21376],"[1, 20, 2]",[23688],6.2,"[560, 84]"
250574,0.19733599999999998,[7522],"[2090, 8622]",[8622],"[5, 4]",[289],5.9,"[465, 7117, 5148]"
279914,0.376205,[12066],"[925, 550, 2949]",[21377],"[17, 1]","[23689, 23690]",5.0,"[1324, 4024, 975]"
261037,0.56672,"[1072, 12067]","[1267, 5938, 16149]",[21378],[1],"[1303, 3158, 23691]",4.6,"[119, 135, 1697]"
277702,0.196408,[7523],"[475, 3533, 4459]",[9839],"[8, 1]",[4969],5.8,"[173, 7118, 11218]"
267480,0.195167,"[2366, 4194]","[16150, 16151, 16152]",[21379],[20],"[23692, 10531, 23693]",7.8,"[90, 786, 66]"
241765,0.194413,[12068],"[2115, 4492, 651]",[4764],"[3, 8, 1]","[3870, 3902]",4.7,"[40, 50, 187]"
268321,0.193689,[12069],"[697, 3579, 8543]",[9840],[1],[2240],6.7,"[27145, 3501, 27146]"
266040,0.370212,"[1735, 797]","[5939, 1268, 2950]",[21380],"[1, 11, 7]","[3903, 3904, 6792]",5.0,[28]
286987,0.191091,"[7524, 2362, 170]","[8623, 8624, 8625]",[2185],"[10, 9]",[4978],5.8,"[54, 156, 799]"
286987,0.191091,"[7524, 2362, 170]","[8623, 8624, 8625]",[2185],"[10, 9]",[4978],5.8,"[54, 156, 799]"
251321,0.19104000000000002,[12070],"[542, 2091, 1249]",[21381],[1],"[4948, 23694, 4953]",5.1,"[7119, 28, 27147]"
285423,0.189201,"[7525, 2791, 102]","[2951, 16153, 16154]",[3081],"[25, 3]","[14, 23695, 4947]",5.4,"[7120, 27148, 11219]"
281778,0.18826400000000001,[1210],"[8626, 1569, 16155]",[9841],"[9, 3, 11]",[3159],4.9,[1210]
271185,0.186933,"[7526, 4133]","[3506, 419, 825]",[21382],"[1, 12, 4]","[23696, 23697, 23698]",5.4,"[131, 5505, 11220]"
277688,0.131462,"[7527, 7528]","[8556, 1804, 2917]",[9842],"[5, 2]",[23699],5.1,"[165, 7121, 1375]"
197696,0.186159,"[1530, 238, 1224]","[1598, 1815, 16156]",[2186],[1],[372],5.5,"[67, 1503, 66]"
262481,0.18545,"[12071, 1535]","[16157, 16158, 16159]","[21383, 21384]","[23, 2, 20]","[4983, 23700]",7.1,"[63, 2275, 38]"
251768,0.184395,"[12072, 887, 3380]","[5821, 8627, 16160]",[21385],"[10, 13, 3]","[46, 185, 3193]",5.8,"[437, 46, 222]"
146229,0.182975,[12073],"[4455, 4408, 4460]",[21386],"[4, 5]","[4938, 6793, 23701]",6.1,"[125, 264, 131]"
259453,0.182618,[979],"[1591, 16161, 16162]",[9843],"[3, 4, 25]",[6770],5.2,[27149]
266102,0.181227,"[1518, 888]","[4493, 16163, 8628]",[21387],[1],"[1666, 1672, 23702]",6.5,"[266, 27150, 38]"
226140,0.18041,"[2343, 433]","[2455, 2122, 16164]","[6437, 6438]",[5],"[96, 773]",4.1,"[618, 28]"
297265,0.179072,"[12074, 889]","[1599, 16165, 8629]",[21388],"[17, 1]","[4984, 23703]",4.7,[28]
248212,0.177674,[12075],"[3549, 8630, 16166]",[21389],[1],"[23704, 10447, 23705]",7.1,"[1327, 5180, 2694]"
287524,0.177102,"[1360, 12076]","[3579, 929, 16167]",[6476],[5],"[6794, 10532, 23706]",4.1,"[11221, 499, 1360]"
294959,0.175793,"[1225, 2792]","[1115, 16168, 16169]","[21390, 21391, 21392]","[6, 20]",[23707],7.9,"[2038, 5687, 11179]"
278632,0.24077600000000002,[4195],"[8631, 16170, 16171]",[21393],"[4, 5]","[3902, 23708, 23709]",4.8,"[328, 59, 4025]"
206192,0.23759,"[565, 1986]","[1392, 8632, 1407]",[21394],"[4, 1, 8]",[23710],5.5,"[5181, 291, 44]"
258251,0.169396,"[7529, 681, 200]","[16172, 16173, 8633]",[9844],"[3, 6]","[6795, 23711, 23712]",5.3,"[4026, 7059]"
273641,0.168968,"[2015, 1744, 325]","[1600, 4494, 5940]",[2576],[2],[485],5.8,"[27151, 2015]"
300467,0.167827,"[138, 83]","[5941, 8634, 8635]",[21395],"[5, 4]",[23713],5.2,"[964, 5182, 27152]"
280922,0.16708399999999898,[12077],"[16174, 3561, 413]",[21396],"[7, 1]","[23714, 23715, 23716]",6.5,"[743, 1324, 3494]"
221667,0.288731,"[5415, 12078]","[5942, 5943, 5795]",[9845],[1],"[1173, 23717]",5.8,"[38, 7122, 4249]"
244562,0.165741,"[12079, 12080, 64]","[16175, 16176, 16177]",[9846],"[1, 4]",[3181],5.9,"[54, 984, 142]"
262840,0.16367400000000001,[12081],"[16178, 16179, 8636]",[9847],"[5, 2]",[23718],4.5,"[66, 1691, 380]"
254188,0.163367,"[1084, 1985]","[16180, 5944, 8522]",[9848],[5],"[2639, 23719, 10441]",4.7,"[433, 27153]"
253270,0.161591,"[4196, 12082]","[2118, 4495, 16181]",[21397],"[1, 2]","[23720, 23721]",5.9,"[967, 85, 3277]"
280002,0.16084,[12083],"[1580, 8637, 8638]",[9849],"[4, 5]","[4951, 23722, 23723]",4.3,"[989, 261, 27154]"
244580,0.156677,[5416],"[2478, 1807, 592]",[21398],"[1, 17]","[2640, 10533, 23724]",4.8,"[169, 994, 1957]"
283161,0.155114,[12084],"[229, 910, 2479]",[6477],[13],"[6796, 513, 23725]",7.3,[28]
284711,0.151929,"[12085, 520, 12086]","[2952, 16182, 16183]",[21399],"[57, 9, 3]",[10534],3.7,"[52, 11222, 11223]"
262340,0.151591,"[2016, 12087, 432]","[16184, 16185, 16186]",[21400],[2],"[75, 23726, 23727]",5.2,"[1065, 11224, 68]"
251736,0.148877,"[7446, 12088]","[1816, 2898, 1581]",[9761],"[2, 1]","[23728, 3872, 10535]",5.9,"[1094, 27155]"
228108,0.145525,"[461, 7530]","[5945, 2106, 8428]",[21401],"[2, 1]","[6722, 10382, 23729]",6.9,"[53, 561, 11225]"
256876,0.14088299999999898,"[265, 1536]","[16187, 16188]",[9850],"[20, 23]","[23730, 23731]",7.2,"[38, 30, 1504]"
246743,0.140245,"[12089, 3381, 5417]","[16189, 16190, 16191]",[6478],"[8, 20]","[3873, 6738]",6.0,[38]
222649,0.138246,[12090],"[2123, 5946, 16192]",[21402],[1],"[2612, 10493, 23732]",6.6,"[36, 38, 2428]"
287703,0.137202,[12091],"[16193, 16194, 16195]",[21403],"[2, 7]","[23733, 23734, 23735]",6.4,[27156]
254772,0.26608699999999996,"[406, 199, 2367]","[348, 319, 2480]",[6479],"[8, 1]",[10536],6.1,"[119, 55, 7118]"
277237,0.134767,[12092],"[16196, 3580, 4472]",[21404],"[1, 8]","[245, 6702]",4.7,"[40, 7123]"
296626,0.13276400000000002,"[12093, 7531]","[3571, 8413, 2481]",[21405],"[12, 4, 5]","[23736, 23737]",4.8,"[5183, 5165, 985]"
285841,0.140935,"[2793, 878]","[5947, 706, 696]",[9851],[1],[23738],7.4,"[4010, 11226]"
274626,0.126283,[879],"[2953, 16197, 8639]",[9852],"[4, 5]","[6730, 6797, 10537]",4.5,"[1780, 875, 879]"
253287,0.12468499999999999,"[7521, 735, 65]","[3581, 2881, 8640]","[8640, 21406]","[2, 7]","[1051, 4941, 10488]",4.8,"[65, 33, 4027]"
288154,0.11813699999999999,"[5385, 12094, 1745]","[16198, 16199, 16200]",[21407],"[5, 2]","[23739, 23740]",2.4,"[1189, 66, 1691]"
274899,0.117257,"[12095, 4197]","[16201, 16202, 16203]",[9853],"[4, 5]",[4978],3.8,"[165, 27157, 27158]"
272602,0.136026,"[12096, 4198]","[3541, 16204, 4496]",[21408],"[1, 7, 2]","[23741, 10504, 23742]",5.9,"[1556, 7087, 27159]"
287935,0.11264600000000001,"[1361, 1083]","[5948, 5949, 2954]",[1649],"[10, 6]","[1050, 6758, 2620]",4.9,"[619, 431, 1505]"
300441,0.110972,"[7532, 2017, 7533]","[16205, 8641, 2459]",[3776],"[2, 10]",[23743],5.3,"[156, 27160, 84]"
263510,0.110266,"[12097, 12098]","[16206, 16207, 16208]","[21409, 21410]","[25, 20, 23]",[10538],6.5,"[2282, 7124, 27161]"
254005,0.109921,[12099],"[16209, 16210, 16211]",[21411],[1],[1673],7.2,"[1188, 1327, 5180]"
268508,0.109904,"[2018, 7534]","[16212, 16213, 16214]",[21412],[5],"[23744, 23745, 23746]",4.6,[2018]
267795,0.10215199999999999,"[7535, 107]","[833, 16215, 8642]",[3100],"[4, 1, 5]","[10539, 10523, 23747]",6.1,"[165, 28]"
244534,0.101299,"[1362, 84]","[1563, 3581, 2907]",[4673],"[2, 1]",[10419],5.4,"[10, 3991, 84]"
279828,0.09733,[12100],"[1012, 16216, 16217]",[4802],"[6, 11, 7]","[2241, 2613, 23748]",6.6,"[18, 70, 41]"
261768,0.095529,[12101],"[2078, 2087, 3582]",[21413],[1],[23749],5.5,"[5122, 1328, 558]"
295144,0.095479,[12102],"[2446, 16218, 5950]",[9854],"[1, 57]","[4985, 23750]",7.6,"[1, 1497, 57]"
277594,0.095473,"[1078, 7536]","[16219, 16220, 16221]",[3082],"[6, 3]",[374],4.1,"[2303, 5156, 1078]"
276137,0.095131,[461],[229],"[21414, 21415]",[20],[23751],7.7,"[30, 11227, 11228]"
289239,0.094574,"[7537, 12103, 7538]","[16222, 16223, 16224]",[2577],"[10, 11, 5]","[23752, 23753]",5.2,"[159, 47, 4028]"
220471,0.090297,"[980, 12104]","[2482, 16225, 8643]",[9855],"[5, 4]",[2641],4.8,"[165, 51]"
289333,0.08675,"[5418, 7539, 12105]",[8644],[6480],[2],[2626],7.4,[249]
308571,0.083258,"[2019, 12106, 2368]",[16226],[9856],[2],[2626],7.5,[249]
288463,0.082565,[7540],"[8645, 8646, 8647]",[9857],"[8, 4]","[10540, 10541, 6750]",5.4,"[40, 269, 11229]"
288463,0.082565,[7540],"[8645, 8646, 8647]",[9857],"[8, 4]","[10540, 10541, 6750]",5.4,"[40, 269, 11229]"
290802,0.045555,"[83, 2020]","[1817, 16227, 1601]",[21416],[20],[10531],7.5,[78]
253046,0.135675,[12107],"[16228, 16229, 16230]",[6433],"[8, 1, 4]","[2238, 23754]",5.1,[27162]
292607,0.078872,"[682, 682, 12108]","[8491, 16231, 16232]",[21417],"[20, 23]",[23755],6.8,"[956, 312]"
264555,0.076463,"[142, 5419]","[8456, 16233, 16234]",[21418],"[1, 4]",[6739],6.0,"[108, 1959, 44]"
242083,0.07643,[12109],"[16235, 8542, 16236]",[2107],"[1, 2]","[23756, 23757]",4.9,"[1323, 5184, 2809]"
298935,0.076348,[7541],"[3583, 8648, 1818]",[21419],"[7, 2, 1]",[23758],5.7,"[558, 27163]"
292483,0.0759649999999999,[2006],"[5872, 16237, 16238]",[5872],[2],"[23759, 23760, 23761]",4.1,"[22, 1329, 85]"
288789,0.075351,"[12110, 3374]","[16239, 16240, 16241]",[9858],[20],[513],7.4,[5185]
284470,0.072514,"[7542, 404]","[8452, 16242, 16243]",[21420],[20],[23762],6.7,"[487, 23, 7542]"
265018,0.0722169999999999,[2369],"[16244, 16245, 16246]",[21421],[5],[6753],4.6,"[5551, 2038, 7125]"
283330,0.069212,[3382],"[16247, 3560, 1571]",[21422],"[1, 17]","[10542, 23763, 23764]",5.4,"[65, 248, 11124]"
260947,0.068752,"[1537, 3383]","[8649, 8650, 16248]",[21423],"[12, 4]",[23765],4.7,"[254, 11230, 24]"
297462,0.068642,"[1086, 7543]","[16249, 8651, 16250]",[8651],"[7, 1]","[23766, 23767]",6.6,"[27164, 27165]"
256273,0.065064,"[12111, 111]","[5951, 16251, 16252]","[3777, 21424]",[2],[1470],7.0,[27166]
147778,0.064238,"[12112, 981, 807]","[4497, 2955, 16253]",[21425],[20],[23768],6.3,"[1194, 27167]"
276729,0.185882,"[493, 12113]","[16254, 16255]",[21426],[20],"[23769, 23770]",6.8,"[38, 17]"
267872,0.056152999999999995,[12114],"[8652, 16256, 8653]",[9859],[20],[10543],6.8,[7124]
295588,0.048917,[5420],"[16257, 16258, 1803]",[2943],[1],"[10424, 23771]",6.0,"[30, 10]"
275657,0.048493,[7544],"[16259, 16260]",[21427],[20],[23772],7.4,"[1698, 559]"
296244,0.132698,[5421],"[8654, 8655, 8656]","[9860, 9861]","[1, 5]",[10544],3.9,"[1958, 2284, 11231]"
296244,0.132698,[5421],"[8654, 8655, 8656]","[9860, 9861]","[1, 5]",[10544],3.9,"[1958, 2284, 11231]"
250777,0.190655,[12115],"[5952, 1602, 1259]",[21428],[20],"[23773, 23774]",6.5,[28]
256503,0.042677,"[7545, 140, 12116]","[7545, 16261, 8657]",[150],"[20, 17]","[10464, 23775]",6.9,"[721, 27168]"
286372,0.037459,[3384],"[16262, 8503, 16263]",[21429],"[4, 5, 12]",[23776],3.4,"[72, 156, 11232]"
300900,0.032878,"[12117, 1713]","[16264, 16265, 16266]",[6481],"[25, 3]",[374],5.2,"[78, 2801, 11233]"
286256,0.036904,"[7546, 12118]","[16267, 16268, 16269]",[21430],"[20, 1, 17]",[23777],6.0,"[2304, 38, 17]"
203819,0.027993999999999998,[12119],"[1395, 4427, 16270]",[4803],"[6, 1]",[3150],7.0,"[38, 357, 291]"
169760,0.02592,[12120],[16271],[21431],"[6, 20]",[23778],7.2,"[38, 28]"
289339,0.022635,"[12121, 12122, 150]","[16272, 16273, 16274]",[21432],[2],[23779],6.6,[249]
283322,0.020923,"[64, 12123]","[5925, 16275, 16276]",[21433],[3],[23780],6.0,"[1062, 11234, 55]"
298077,0.0174,[5422],"[5953, 16277]",[21434],[9],[23781],6.9,"[145, 5474, 1315]"
250666,0.017292,[12124],"[16278, 16279]",[8593],"[1, 20]",[23782],6.8,"[7082, 27169, 27170]"
314065,0.015776,[7547],"[2956, 1269, 16280]",[9862],"[12, 5]","[3196, 10545, 23783]",4.1,"[93, 322, 263]"
291155,0.005725,"[4199, 12125, 12126]",[16281],[21435],[20],[23784],6.5,"[27171, 27172, 47]"
291343,0.012325,"[12127, 565, 2794]","[16282, 16283, 16284]",[21436],[20],[23785],6.8,"[38, 30, 818]"
298653,0.011229000000000001,"[12128, 4200]","[16285, 16286, 16287]",[21437],"[5, 4]","[23786, 23787, 23788]",5.5,"[635, 159, 54]"
279992,0.005972,"[296, 889, 12129]","[4498, 3584, 8658]",[9863],[20],[10546],7.1,"[148, 5186]"
309049,0.147999,"[1527, 308, 1086]","[8659, 8660, 16288]",[21438],[8],[23789],4.9,"[40, 354, 3491]"
286817,0.032049,"[12130, 41, 7548]","[16289, 16290, 16291]",[21439],"[7, 1]",[6798],4.2,"[1092, 28]"
11,12.037933,"[260, 1208]","[1389, 227, 2431]",[3101],"[6, 3, 9]","[718, 19]",7.9,"[396, 1999, 7126]"
691,2.379469,"[110, 7549]","[1270, 8661, 16292]",[3778],"[6, 3, 4]","[514, 29, 3147]",6.2,"[40, 468, 93]"
11319,1.719385,[7550],"[4499, 8662, 8663]","[21440, 3102, 9864]","[11, 10, 13]",[375],6.6,"[72, 1109, 7127]"
703,1.179653,"[3367, 2795]","[80, 363, 5954]",[80],"[2, 1, 7]",[81],7.6,"[966, 11235, 670]"
11114,1.104997,"[7551, 629]","[16293, 16294, 2124]",[6482],"[11, 13, 2]",[375],6.4,"[734, 85, 27173]"
840,1.104816,"[2758, 5423, 4201]","[697, 8664, 2957]",[336],"[9, 1]","[31, 3197, 23790]",7.0,"[3439, 254, 1330]"
5902,1.048838,"[1716, 2340]","[4500, 651, 180]",[844],"[1, 23, 25]",[10547],6.4,"[7128, 78, 11236]"
14140,0.9056569999999999,"[4202, 1998, 5424]","[2958, 3585, 16295]",[6483],"[7, 2, 10]",[375],6.4,"[27174, 11135, 27175]"
11940,0.75125,"[2370, 971, 1732]","[8665, 16296, 16297]",[21441],"[3, 6, 10]","[21, 23791]",5.9,"[52, 5774]"
25388,0.622492,"[5425, 497]","[204, 8666, 2483]",[21442],"[3, 6, 1]","[4986, 23792]",6.1,"[4029, 1495, 11237]"
11009,0.602862,"[7552, 83, 1719]","[175, 16298, 5955]",[1039],"[1, 17]","[16, 4987]",6.3,"[4030, 11238, 867]"
12535,0.560826,"[402, 12131]","[702, 2484, 3586]",[702],"[2, 17]","[19, 3198]",6.2,"[5187, 27176, 209]"
11006,0.541642,"[7553, 5426]","[707, 829, 5956]",[2187],"[3, 6, 2]",[14],6.9,"[119, 809, 7129]"
5205,0.520725,"[12132, 626]","[281, 16299, 5957]","[21443, 21444]",[20],[23793],7.0,"[1234, 30, 7104]"
17689,0.49548000000000003,[12133],"[74, 2959, 3587]",[74],"[1, 3, 8]","[220, 15]",6.7,"[622, 67, 187]"
10839,0.474001,"[7554, 626]","[1422, 4501, 2960]",[1461],"[1, 3, 23]","[6799, 23794, 3197]",6.0,"[78, 1557, 2280]"
12637,0.43450900000000003,"[238, 1224, 238]","[4502, 99, 8667]",[335],"[1, 17, 7]","[81, 6800]",5.6,"[33, 994, 27177]"
11590,0.407317,"[12134, 2794]","[551, 5958, 16300]",[2578],"[1, 2]",[14],7.3,"[100, 30, 1504]"
19067,0.400457,[12135],"[4503, 319, 930]",[482],"[1, 25]",[3905],5.9,"[11239, 11240, 7130]"
42222,0.39865100000000003,[4195],"[1271, 1423, 2485]",[6484],[1],[19],5.0,"[237, 7131]"
49126,0.39105500000000004,"[7555, 1746]","[287, 4504, 8668]",[2188],"[11, 1, 5]",[23795],5.5,"[18, 225, 1549]"
