id,popularity,original_title,cast,director,genres,production_companies,vote_average,keywords
19312,0.1294,"[137, 2804]","[1440, 4678, 4654]",[4883],"[4, 9]","[371, 10906, 25661]",2.8,"[123, 28204, 11302]"
10177,0.23094,"[433, 2375]","[18903, 18904, 18905]",[9902],"[2, 5, 9]",[25662],5.8,"[3498, 4038, 8205]"
12271,0.11867799999999999,"[1237, 144]","[1391, 388, 1406]",[6529],[1],"[184, 6983, 10948]",6.2,"[33, 112, 22]"
8421,0.142518,"[14065, 4347, 4364]",[18906],"[22602, 22603]","[20, 86]","[25663, 25664]",5.5,"[30, 11616, 1497]"
14845,0.11510999999999999,"[4191, 7811]","[927, 2954, 4435]",[22604],"[2, 7]","[1176, 25665]",5.5,[28]
19323,0.113479,"[1232, 14066, 8140]","[4524, 3036, 2152]",[3813],"[13, 3, 10]","[46, 185]",5.4,"[46, 160, 13]"
15314,0.113193,"[14067, 382, 140]","[303, 2937, 696]",[22605],"[2, 8, 1]","[1048, 6697]",5.6,[24]
7839,0.11130799999999999,"[261, 8141]","[1620, 2449, 3038]",[22606],"[2, 7]","[155, 25666, 1938]",5.6,"[358, 683, 488]"
15667,0.108669,"[101, 431]","[755, 4674, 5983]",[8989],"[5, 4]","[3194, 25667, 6926]",5.9,"[787, 11434]"
9917,0.0979,"[14068, 880]","[3662, 4621, 4658]",[10161],"[3, 6, 1]",[25668],6.9,"[5300, 7127, 3283]"
9958,0.096955,"[7632, 634, 432]","[8780, 6029, 6030]",[9909],"[3, 2]",[947],6.3,"[5260, 619, 28205]"
19213,0.095207,[7746],"[9294, 4635, 8997]",[22607],[2],"[25669, 25670]",2.8,"[131, 2035, 28206]"
21847,0.0948,[989],"[9342, 2521, 18907]",[6653],"[1, 4]",[1179],4.6,"[2427, 1196]"
18276,0.08987,[14069],"[699, 1411, 2076]",[22608],"[1, 10]","[1933, 25671, 601]",5.4,"[4060, 156, 28207]"
37609,0.092151,"[4300, 399]","[3650, 4613, 4614]",[1831],"[2, 1, 10]","[337, 6877]",5.1,"[1198, 5204, 47]"
30347,0.086284,"[2826, 1353, 142]","[1140, 2941, 6058]",[2195],"[1, 4, 8]",[3929],6.5,"[380, 1316, 4069]"
26518,0.0845139999999999,"[1086, 2336]","[18908, 8990, 18909]",[4795],[1],"[3892, 3872, 25672]",6.4,[28]
16083,0.08424,"[382, 1097]","[388, 1404, 18910]",[22609],"[1, 4]","[1176, 6809]",6.6,"[7313, 2862]"
12586,0.155835,[14070],"[5824, 18911, 9080]",[9719],"[1, 7]","[6890, 10370, 10954]",6.8,"[358, 166, 24]"
14137,0.077689,"[2379, 973]","[5936, 2544, 18912]",[22610],[2],"[6969, 25673]",4.9,"[201, 30]"
12713,0.009332,"[14071, 1751, 14072]","[5817, 6140, 8861]",[22611],[1],"[3903, 3904, 6772]",5.8,"[496, 126, 28208]"
4641,0.286076,"[14073, 14074]","[4528, 3567, 18913]",[2185],"[2, 1, 10]","[6899, 3938]",4.9,"[18, 60, 1340]"
9695,0.049226,[14075],"[18914, 18915, 9343]",[22612],"[8, 1, 4]",[25674],4.3,"[59, 100, 38]"
13484,0.139931,"[5724, 7971, 523]","[2970, 18916, 18917]",[9879],[2],[1046],5.3,"[5179, 30, 28209]"
1596,0.043164999999999995,[14076],"[18918, 18919, 18920]",[22613],"[1, 5, 12]",[6943],5.2,"[1342, 4123, 28210]"
13856,0.040915,[4227],"[2983, 3668, 18921]","[22614, 22615]","[1, 11, 9]",[10484],6.5,"[787, 160, 24]"
15543,0.038327999999999994,"[14077, 14078]","[8706, 2532, 18922]",[22616],"[5, 4]",[25675],4.8,"[11221, 7290]"
11211,0.017824,"[2816, 2027]","[2491, 18923, 18924]",[2589],[2],[5015],5.7,"[5183, 266, 1096]"
13816,0.03626,[14079],"[9285, 2132, 1827]",[22617],"[3, 8, 1]","[1058, 10955, 453]",5.5,"[28211, 28212, 28213]"
10004,0.021863,[1779],"[9344, 1430, 1637]",[3131],"[1, 11, 5]","[3854, 25676, 10794]",5.2,"[119, 2430, 1776]"
20605,0.005412,[14080],"[18925, 18926, 18927]",[22618],"[3, 4]",[25677],6.9,"[55, 1690, 385]"
15412,0.001115,"[14081, 14082, 14083]","[18928, 18929, 18930]",[22619],[2],[6860],6.8,[5208]
673,5.827781,"[803, 1363, 529]","[1113, 1272, 1007]",[3833],"[6, 11, 10]","[664, 15, 858]",7.4,"[498, 1235, 63]"
393,4.535598,"[308, 2019, 5658]","[422, 1604, 1146]",[1289],"[3, 8, 4]","[37, 1924, 10858]",7.5,"[62, 1512, 11449]"
9801,3.9904879999999996,"[7723, 2048, 804]","[708, 591, 410]",[10210],"[2, 7]","[37, 14, 69]",6.0,"[40, 1206, 3290]"
38,3.863377,"[14084, 1742, 14085]","[367, 360, 418]",[3817],"[9, 1, 7]","[555, 2645, 277]",7.8,"[3274, 2321, 108]"
11036,3.4256279999999997,[8142],"[691, 692, 1820]",[2555],"[7, 1]",[26],7.5,"[5217, 569, 2706]"
9806,3.339406,[14086],"[1864, 1257, 143]",[2548],"[3, 6, 13]","[27, 193]",7.2,"[457, 60, 141]"
2502,3.196643,"[3459, 7523]","[228, 2973, 937]",[3113],"[3, 1, 4]","[14, 1933, 6887]",7.1,"[903, 115, 18]"
652,3.177517,[14087],"[275, 1579, 1420]",[1902],"[25, 6, 1]","[1300, 15, 25678]",6.8,"[62, 114, 1066]"
2059,2.906282,"[1770, 495]","[116, 1822, 4511]",[1654],"[6, 3, 4]","[27, 425, 1057]",6.4,"[564, 495, 3998]"
2048,2.791375,[799],"[583, 2954, 2935]",[4810],"[3, 9]","[19, 2652, 217]",6.6,"[45, 246, 1331]"
1824,2.6686919999999996,"[382, 14088]","[299, 274, 1273]",[2205],"[2, 7]","[31, 257, 555]",6.5,"[3274, 292, 1108]"
10625,2.629934,"[3437, 399]","[1023, 691, 6262]",[2184],[2],[16],6.8,"[960, 54, 5301]"
7131,2.499507,"[1517, 5466]","[472, 441, 6128]",[2582],"[5, 6, 3]","[14, 3940, 10895]",5.9,"[1718, 1214, 49]"
1487,2.361367,[4280],"[755, 936, 8603]",[2560],"[11, 3, 9]","[164, 1483, 1925]",6.4,"[4111, 3331, 1692]"
5255,2.241935,"[7487, 2050]","[151, 9203, 9345]",[768],"[13, 6, 10]","[97, 10872, 25679]",6.4,"[560, 1943, 2067]"
809,2.191033,[3411],"[1027, 192, 286]","[3122, 6586, 6492]","[6, 13, 2]","[58, 2660, 218]",6.5,"[36, 63, 1974]"
1954,2.186534,"[2376, 2752]","[931, 1607, 18931]","[22620, 22621]","[9, 4]","[26, 2246, 4993]",7.1,"[292, 11578, 11617]"
1577,2.17643,"[2829, 433, 989]","[640, 3663, 9346]",[22622],"[5, 3, 9]","[1174, 25680]",6.1,"[82, 189, 70]"
163,2.175284,"[3391, 4253]","[282, 275, 760]",[483],"[4, 8]","[61, 1926, 2251]",6.4,"[47, 28214, 28215]"
693,2.0419549999999997,"[2051, 7650]","[241, 3574, 99]",[1643],"[2, 7]","[58, 14, 5017]",6.1,"[98, 188, 516]"
435,2.022895,"[139, 2757]","[183, 535, 5917]",[1457],"[3, 6, 9]","[136, 19, 1670]",6.1,"[195, 2317, 3288]"
2567,1.9112060000000002,[14089],"[438, 386, 441]",[335],[1],"[1661, 1910, 5059]",6.7,"[1978, 617, 38]"
1538,1.8319299999999998,[7873],"[240, 703, 2520]",[1456],"[1, 8, 4]","[16, 58, 5072]",6.7,"[132, 330, 115]"
747,1.8235970000000001,"[7384, 64]","[908, 3678, 5862]",[4831],"[5, 2]","[14, 3169, 69]",7.4,"[28216, 1753, 11444]"
36648,1.792138,"[3460, 14090]","[480, 1028, 1834]",[10211],"[9, 3, 5]","[26, 3947, 25681]",5.7,"[158, 298, 3331]"
10304,1.702547,"[4284, 3433, 141]","[18932, 18933, 9334]",[22623],"[6, 5, 3]","[25682, 25683]",3.9,"[1107, 7207, 1330]"
594,1.6824919999999999,[7905],"[151, 760, 1587]",[336],"[2, 1]","[58, 103, 5072]",7.0,"[33, 407, 1202]"
11774,1.665648,"[14091, 14092, 14093]","[367, 202, 445]",[3787],"[6, 11, 2]","[16, 205, 556]",6.5,"[2317, 107, 2023]"
70,1.648554,"[2776, 4172, 107]","[74, 924, 174]",[74],[1],"[162, 220, 278]",7.6,"[676, 428, 5119]"
8920,1.648211,[4363],"[414, 6248, 1142]",[2577],"[13, 2, 10]","[19, 217]",5.2,"[128, 5272, 28217]"
11430,1.6178569999999999,"[800, 262, 5725]","[4665, 18934, 6263]",[3794],"[13, 2, 10]","[1054, 3229, 776]",6.2,"[178, 800, 2422]"
10555,1.615629,"[1076, 1221]","[583, 99, 708]","[10212, 6513, 4758]","[13, 3, 2]","[58, 2660, 218]",5.8,"[1227, 141, 1970]"
5137,1.590381,"[1516, 627, 293]","[445, 362, 1428]",[22624],"[12, 3, 4]","[16, 6866, 25684]",5.7,"[40, 1981, 91]"
12242,1.557067,"[8143, 73]","[3649, 9125, 18935]","[6553, 22625]","[13, 2, 10]","[27, 25685]",5.9,"[4053, 39, 295]"
11836,1.556897,"[7383, 14094, 111]","[8398, 2136, 5815]",[22626],"[13, 2, 10]","[16, 556, 2258]",6.6,"[467, 196, 260]"
9711,1.5534290000000002,"[4368, 297]","[3009, 18936, 8460]",[9891],"[9, 3, 5]","[6865, 29]",4.7,"[195, 11508]"
1640,1.5397290000000001,[4350],"[331, 839, 590]",[3532],[1],"[10956, 1176, 10946]",7.1,"[28218, 171, 28219]"
8699,1.5271540000000001,"[5688, 280, 5726]","[365, 1003, 534]",[2559],[2],[1056],6.7,"[861, 4115, 5735]"
10096,1.497252,[2755],"[1010, 532, 2914]",[4812],"[2, 11, 7]","[21, 164, 25686]",6.1,"[33, 517, 28220]"
14442,1.473411,"[14095, 4337]","[639, 2130, 1859]",[6557],"[11, 2, 10]",[37],5.7,"[784, 18, 63]"
10591,1.4413610000000001,"[144, 727, 1985]","[1283, 2501, 1825]",[4786],[2],"[56, 278, 662]",6.2,"[7189, 7289, 54]"
11024,1.433373,"[2029, 1738, 8095]","[2145, 1024, 1144]",[1893],"[12, 11, 6]","[778, 15]",5.2,"[50, 52, 28221]"
866,1.428313,"[5659, 14096]","[161, 360, 1425]",[2202],[1],"[37, 1907]",7.1,"[1975, 2740, 2717]"
11247,1.408588,"[623, 197]","[1832, 9347, 3543]",[4886],[2],"[5067, 15, 10734]",5.9,"[108, 623, 2847]"
395,1.3487040000000001,"[14097, 123, 520]","[4659, 8750, 6124]",[1647],"[6, 9, 3]","[1174, 393, 19]",5.5,"[195, 1780, 28222]"
9472,1.338131,"[8144, 1721, 409]","[587, 4579, 241]",[10171],[2],"[19, 3941, 25687]",6.2,"[409, 128, 463]"
10045,1.327137,[7590],"[5897, 8720, 18937]",[4770],"[3, 4, 9]","[1180, 602, 1173]",6.5,"[65, 235, 5297]"
1966,1.3190680000000001,[7484],"[316, 333, 288]",[771],"[25, 23, 3]","[2263, 609, 3919]",5.6,"[28223, 1106, 2303]"
11282,1.318761,"[4286, 5565, 882]","[6100, 4594, 4635]",[6506],"[2, 6]",[26],6.4,"[62, 4008, 986]"
176,1.3097530000000002,[1351],"[1859, 475, 3604]",[2169],"[5, 12, 8]","[1478, 5064, 25688]",7.1,"[814, 11204, 28224]"
558,1.304553,[3364],"[1114, 546, 284]",[1160],"[3, 6, 11]","[3954, 31, 3182]",6.4,"[1339, 398, 11432]"
9352,1.279087,[14098],"[4625, 18938, 3709]",[22627],[2],"[58, 3201, 25689]",6.4,"[65, 903, 112]"
9509,1.277711,"[42, 102]","[203, 589, 9348]",[848],"[3, 1, 4]","[56, 134, 278]",7.3,"[226, 98, 72]"
5966,1.2306700000000002,"[5378, 5547, 14099]","[241, 444, 547]",[9873],"[2, 7]","[14, 775, 25690]",5.7,"[166, 1534, 809]"
2288,1.2088370000000002,[7854],"[507, 445, 302]",[717],"[1, 7]",[21],6.6,"[53, 1333, 517]"
7220,1.1316540000000002,[5564],"[824, 175, 1828]",[10070],"[3, 8, 1]","[136, 5093, 3232]",6.0,"[2828, 4087, 212]"
314,1.129322,[5607],"[552, 1400, 765]",[10047],"[3, 8]","[61, 1482, 15]",4.3,"[11618, 22, 46]"
13673,1.12564,"[84, 14100]","[478, 508, 447]",[4851],"[2, 10]","[21, 664, 164]",5.3,"[48, 84]"
27,1.1173,[14101],"[18939, 18940, 18941]",[1648],"[1, 17, 7]",[1919],5.2,"[40, 32, 22]"
924,1.107167,"[1077, 64]","[1608, 1122, 8461]",[3780],"[11, 5, 3]","[5077, 2631, 5040]",6.7,"[4016, 786, 28225]"
9477,1.06218,"[262, 2835]","[694, 3021, 540]",[1642],"[6, 25, 23]","[425, 6923, 34]",6.1,"[11619, 11620, 28226]"
2789,1.052176,"[2037, 5684]","[746, 8894, 9179]",[3785],"[6, 3, 4]","[14, 3917, 25691]",6.2,"[36, 70, 7219]"
2539,1.042281,[14102],"[299, 1629, 2908]",[3798],[2],"[1932, 31]",5.6,"[668, 466, 672]"
1586,1.0394299999999999,"[60, 5727]","[161, 1015, 1836]",[3745],"[4, 12]","[31, 6943, 25692]",6.3,"[112, 114, 50]"
4836,1.035728,"[14103, 2769]","[689, 2488, 18942]",[3741],"[1, 4, 8]","[1175, 3148]",7.0,"[72, 2429, 1068]"
10589,0.9864440000000001,[5338],"[283, 910, 369]",[1646],"[3, 2, 8]","[26, 1937, 2250]",6.0,"[7326, 5230, 11621]"
14623,0.976399,[14104],"[3560, 18943, 18944]",[1852],"[3, 6, 2]","[69, 206, 25693]",4.4,"[3977, 722, 28227]"
11130,0.9618469999999999,"[491, 2342, 2786]","[639, 1845, 3031]",[940],"[2, 1, 10]",[27],5.9,"[11567, 8224, 356]"
10733,0.9485600000000001,[5728],"[183, 442, 2115]",[4806],"[43, 23, 25]","[121, 34]",5.9,"[146, 1760, 2792]"
80,0.9397049999999999,[5338],"[318, 761, 18945]",[942],"[1, 7]","[97, 2229, 3961]",7.5,"[65, 91, 5287]"
1970,0.935831,[4234],"[1024, 18946, 4450]",[10206],"[5, 4, 12]","[945, 394, 6891]",5.8,"[90, 328, 1061]"
9759,0.935483,[14105],"[648, 709, 347]",[3107],"[3, 6, 8]",[26],6.0,"[463, 5240, 7067]"
14462,0.9270879999999999,"[8145, 4369]","[203, 202, 1833]",[1879],"[1, 4, 12]","[16, 205, 4934]",6.1,"[5263, 5222, 28228]"
4553,0.9251209999999999,[8146],"[361, 533, 9349]",[2573],"[4, 1]","[6845, 6967, 25694]",7.2,"[1237, 5616, 28229]"
11249,0.9243629999999999,"[4205, 5689]","[1619, 3690, 8770]",[10172],"[2, 1, 5]",[779],4.9,"[107, 1247, 28230]"
11045,0.9220870000000001,[330],"[1801, 9286, 18947]",[2570],"[4, 3, 2]","[19, 1055, 1173]",5.0,"[4095, 1706]"
8849,0.898601,[14106],"[445, 1019, 3646]",[3124],[2],"[16, 25695]",5.4,"[33, 615, 4105]"
14247,0.893921999999999,[628],"[655, 6072, 18948]",[6527],"[1, 3, 4]","[666, 5065]",5.3,"[628, 957, 3290]"
4380,0.87766,"[14107, 266]","[285, 584, 191]",[3770],"[1, 7, 2]",[37],5.8,"[108, 126, 4030]"
9541,0.874937999999999,"[5385, 144]","[304, 18949, 1265]",[1149],"[2, 7]","[37, 6882, 2255]",5.7,"[7271, 171, 28231]"
9890,0.8676,"[8147, 3404]","[181, 443, 1624]",[941],"[3, 2, 9]","[16, 1676, 1682]",5.4,"[396, 4109, 1314]"
14337,0.8563290000000001,[14108],"[4671, 18950, 18951]",[4671],"[9, 1, 4]",[5095],6.9,"[3257, 2324, 7181]"
11633,0.845493,[14109],"[18952, 18953, 18954]",[4801],"[13, 3, 9]","[3879, 10957, 25696]",6.7,"[1331, 437, 186]"
13700,0.8379059999999989,"[208, 2759]","[1275, 538, 1574]","[22628, 22629]","[43, 13, 10]","[27, 1309]",5.8,"[734, 2848, 879]"
2023,0.815044,[14110],"[754, 18955, 4691]",[1890],"[43, 6]","[5047, 34, 6719]",6.3,"[2700, 311, 11524]"
1599,0.809063,"[567, 14111]","[1816, 243, 5863]",[1875],"[2, 7]","[104, 205, 3889]",6.3,"[22, 50, 108]"
1777,0.80542,[8148],"[1258, 6144, 304]",[1258],[20],"[2245, 25697]",6.6,"[1975, 2740, 2717]"
13476,0.804481,"[4310, 401, 14112]","[1408, 1251, 2889]",[3106],"[2, 7]",[58],5.3,"[1784, 397, 2692]"
12153,0.8025770000000001,"[342, 14113]","[6257, 1592, 2972]",[1853],[2],"[21, 164, 3210]",6.4,"[212, 158, 5301]"
205,0.787185,"[105, 8149]","[839, 9226, 413]",[10213],"[1, 23, 25]","[136, 81, 3876]",7.2,"[8149, 4016, 7281]"
11358,0.779837,"[2763, 3370]","[580, 1600, 2117]",[10098],"[6, 1, 3]","[29, 1906, 773]",6.0,"[268, 119, 208]"
21385,0.763058,"[7706, 7864, 5729]","[4560, 9350, 3714]",[10088],"[6, 13, 2]","[27, 776]",6.3,"[7192, 4275, 28232]"
83,0.762134,"[1723, 631]","[18956, 18957, 18958]",[10069],"[1, 4]",[25698],5.3,"[1506, 3288, 225]"
2841,0.756105,"[4347, 1771, 14114]","[3684, 5942, 9194]",[6630],"[25, 1, 12]","[25699, 25700, 602]",6.9,"[65, 67, 518]"
3989,0.73712,"[2812, 876, 293]","[1622, 3635, 18959]",[1622],"[17, 6, 13]","[16, 205]",6.5,"[65, 248, 2814]"
10891,0.730097,"[3356, 280, 4220]","[4448, 18960, 18961]",[10214],"[3, 2, 5]",[5041],5.5,"[100, 5197, 11520]"
13378,0.722796,"[5519, 8150, 2046]","[4560, 9350, 3714]","[22630, 6573, 22631]","[13, 10]","[27, 776]",7.2,"[48, 28]"
11025,0.7167600000000001,"[238, 1224, 14115]","[3008, 3007, 1609]",[6558],[2],"[155, 1482, 10724]",5.4,"[2294, 28233, 5601]"
5552,0.715262,"[14116, 7770, 14117]","[18962, 2156, 1396]",[22632],"[1, 3, 9]","[25701, 25702, 602]",6.1,"[3495, 2779, 9]"
9675,0.7026319999999989,[14118],"[588, 2444, 1022]",[3116],"[2, 1, 7]","[104, 6988, 25703]",6.6,"[132, 3326, 7327]"
10762,0.696312,"[1228, 7595]","[1431, 1144, 2154]",[2574],"[3, 6, 2]","[16, 1676]",5.2,"[2295, 3998]"
9384,0.6799970000000001,"[14119, 14120]","[241, 350, 6092]",[2189],"[2, 8]","[2231, 15, 87]",5.5,"[7575, 28234, 28235]"
16791,0.6793859999999989,"[1355, 224]","[4692, 3016, 8402]",[9974],"[6, 11, 1]","[1177, 855, 25704]",5.4,"[891, 28236]"
11132,0.678708,"[3387, 2339, 1]","[1023, 6086, 4693]",[22633],"[17, 2, 10]",[27],5.1,"[669, 7360, 54]"
6947,0.677316,[1103],"[3503, 543, 705]",[1877],"[1, 12, 4]","[205, 34, 3161]",6.0,"[60, 678, 2284]"
2122,0.674089,"[8151, 4367, 5730]","[120, 2998, 1437]",[2206],"[2, 4, 8]","[2260, 515, 10731]",5.5,[209]
615,0.672946,"[2853, 4331]","[1017, 18963, 18964]",[215],[1],[1918],6.8,"[869, 3314, 2237]"
11237,0.652366,"[14121, 3420, 200]","[18965, 18966, 6098]",[2194],"[6, 3, 5]","[168, 10877]",5.0,"[1244, 2738, 1235]"
1677,0.648721,[14122],"[703, 3010, 3700]",[1901],[1],[14],7.0,"[236, 889, 3269]"
10677,0.640232,"[1075, 154, 14123]","[5890, 2975, 4525]",[6610],"[1, 7]","[37, 136, 780]",5.8,"[266, 28237, 28238]"
2003,0.63799,"[14124, 632, 14125]","[18967, 18968, 18969]",[10215],[1],"[1180, 10958, 4996]",4.8,"[92, 22, 11622]"
10740,0.6222810000000001,[14126],"[181, 3610, 2092]",[6459],"[1, 12, 4]","[608, 26, 10806]",5.8,"[4035, 2315, 237]"
11823,0.614247999999999,[14127],"[546, 1126, 593]",[3096],"[2, 7]",[14],5.7,"[5144, 207, 11148]"
11081,0.611839999999999,"[2360, 1755]","[333, 318, 842]",[3126],"[3, 1, 12]","[61, 3153, 15]",6.0,"[409, 11623, 28239]"
13505,0.610925,"[565, 7740]","[648, 3517, 510]",[1894],"[2, 8]",[16],5.5,"[60, 28240, 344]"
36763,0.605833,"[8152, 5709]","[1799, 1623, 320]",[3099],"[5, 1, 12]",[2659],5.0,"[49, 2400, 820]"
9833,0.589983,"[2058, 3447]","[477, 5917, 913]",[599],"[4, 1, 7]","[5053, 15, 2642]",6.8,"[154, 254, 7216]"
438,0.588087,"[4317, 1729]","[18970, 18971, 9190]",[3774],"[12, 9, 4]","[25705, 6968, 25706]",5.6,"[564, 3985, 44]"
401,0.586936,"[1376, 1539]","[2116, 507, 1625]",[2116],"[2, 1, 7]","[104, 1166, 775]",7.1,"[1189, 5221, 458]"
8193,0.577759,"[8153, 4224]","[4690, 18972, 18973]",[6432],[2],"[25707, 25708, 6762]",6.6,"[409, 62, 8297]"
13969,0.575292,"[382, 171]","[1267, 18974, 531]",[348],"[2, 1, 10]","[56, 278, 217]",5.2,"[259, 212, 131]"
11026,0.5720189999999991,"[2796, 2859]","[1025, 6147, 3044]",[770],"[5, 12, 4]","[258, 25709]",4.6,"[60, 254, 576]"
11208,0.545686,"[5717, 634]","[928, 909, 1144]",[3075],"[1, 12, 7]","[162, 29, 3877]",6.6,"[398, 2780, 4187]"
421,0.530799,"[127, 14128, 3342]","[414, 1141, 386]",[2182],"[6, 2, 1]",[34],7.0,"[467, 1192, 458]"
10204,0.5211210000000001,"[14129, 293, 210]","[710, 1599, 18975]",[2174],"[3, 6, 2]","[393, 601, 25710]",5.6,"[65, 40, 33]"
21301,0.520891,"[7877, 400, 1724]","[752, 5968, 8920]",[6646],"[2, 1]",[29],5.7,[4046]
10046,0.5187649999999989,[8154],"[2098, 2118, 3611]",[10155],[43],"[25711, 3900, 602]",4.8,"[2322, 2877, 63]"
11137,0.509946,[294],"[1621, 5994, 8925]",[2592],"[2, 7]","[16, 136, 278]",5.8,"[457, 4077, 294]"
10870,0.508061,"[990, 14130]","[18976, 18977, 18978]",[22634],"[2, 43]",[6952],4.0,"[2322, 3285, 2721]"
12450,0.506575,"[262, 8065, 8066]","[1029, 8660, 18979]",[6549],"[3, 6]","[10943, 1179, 6958]",5.0,"[564, 495, 2280]"
29979,0.5046069999999989,[14131],"[1017, 3592, 18980]",[2195],"[3, 8, 4]","[26, 25712, 219]",5.6,"[1338, 152, 2298]"
7092,0.504166,"[1517, 5466, 3413]","[472, 3608, 5982]",[22635],"[3, 13, 11]",[14],5.9,"[40, 28241, 28242]"
10145,0.49851,[5463],"[190, 2499, 18981]",[2605],"[8, 1, 5]","[164, 5025, 10893]",5.4,"[871, 527, 253]"
15566,0.4941970000000001,"[7915, 84]","[304, 1416, 1003]",[3792],"[2, 7]","[58, 3215, 10862]",5.0,[48]
7548,0.482163,[14132],"[161, 1419, 479]",[22636],"[1, 7]","[25713, 719]",5.7,"[40, 22, 378]"
1901,0.47558900000000004,"[223, 1368]","[2889, 510, 183]",[1880],"[2, 1, 7]",[2226],5.8,"[1343, 171, 7235]"
11109,0.45972399999999997,"[14133, 14134]","[2468, 1797, 18982]",[1883],"[8, 1]","[395, 6875, 221]",6.1,"[93, 3292, 11624]"
14207,0.455625,"[7794, 2003, 14135]","[4442, 18983, 4499]",[10183],"[4, 6, 3]","[5055, 3933, 25714]",5.9,[57]
11866,0.43984799999999996,"[1543, 5723]","[183, 3662, 1428]",[3816],"[3, 6, 1]","[19, 217, 25715]",5.4,"[77, 631, 28243]"
6478,0.43893999999999994,"[675, 196]","[448, 1251, 272]",[448],"[1, 17]",[96],6.2,"[39, 28244, 28245]"
11058,0.43374799999999997,[14136],"[548, 3683, 99]",[6555],"[1, 5, 9]","[136, 777, 25716]",4.7,"[1200, 896, 871]"
41171,0.430458,[14137],"[191, 1026, 688]",[2151],"[1, 7]","[2633, 10959, 25717]",5.5,"[1975, 2740, 2717]"
13416,0.42915699999999996,"[890, 83, 2785]","[442, 9333, 2078]",[1631],[1],"[853, 121, 25718]",7.2,"[22, 247, 18]"
5516,0.42884300000000003,[14138],"[151, 18984, 1592]","[3108, 849]","[2, 8, 4]","[3912, 6825, 34]",5.8,"[5280, 7141, 11625]"
9688,0.42566499999999996,"[8155, 8155]","[2085, 365, 2514]",[80],"[2, 1, 7]","[104, 3203]",5.8,"[866, 237, 3328]"
4599,0.42437600000000003,"[8156, 14139]","[650, 4533, 1589]",[940],"[1, 2, 7]","[34, 3227, 1906]",5.9,"[33, 3997, 28246]"
11162,0.424196,"[5731, 901]","[214, 440, 1798]",[4799],"[1, 7]",[25719],6.3,"[901, 504, 4014]"
15184,0.42403599999999997,"[223, 462]","[756, 510, 1254]",[6539],"[2, 1, 7]",[6990],5.9,"[427, 1955, 5760]"
15644,0.41941999999999996,[4370],"[2951, 2913, 3715]",[9958],"[3, 1, 4]",[76],5.9,[24]
34843,0.40923000000000004,[14140],"[3519, 1575, 18985]",[9800],"[57, 1]",[774],6.5,"[38, 6342]"
11141,0.408507,"[14141, 5620]","[283, 190, 1118]",[3098],"[3, 2, 7]","[26, 3880, 25720]",5.6,"[669, 1065, 969]"
14024,0.405459,"[14142, 2056]","[1832, 8733, 9351]",[3077],"[17, 1, 7]","[26, 2246, 3865]",5.9,"[17, 7167, 5238]"
11188,0.3994,"[2843, 14143]","[6137, 3025, 2976]",[3755],[3],"[25721, 5093, 25722]",6.2,"[108, 5209, 495]"
11632,0.383044,"[5732, 4245]","[411, 3522, 1806]",[2586],"[1, 7]","[947, 277]",5.5,"[40, 28247, 3313]"
11184,0.37349699999999997,[14144],"[229, 823, 1143]",[2170],[1],"[104, 373, 1303]",6.3,"[2320, 22, 562]"
1997,0.372046,"[14145, 14146]","[18986, 388, 18987]",[4849],"[6, 1, 10]","[3919, 602, 124]",6.8,"[62, 2328, 11511]"
842,0.368883,"[252, 4153, 8157]","[273, 412, 839]",[22637],"[1, 23, 4]","[25723, 25724, 25725]",6.1,"[45, 28248, 62]"
5460,0.37604899999999997,"[5512, 5513]","[4520, 18988, 18989]",[22638],"[1, 4, 7]","[4933, 276, 1307]",4.3,"[32, 22, 1959]"
1126,0.354348,"[4141, 8054]","[4612, 8802, 6006]",[22639],"[1, 4]","[25726, 25727]",7.1,"[62, 3317, 208]"
10742,0.348086,[14147],"[242, 439, 334]",[22640],"[1, 12, 4]","[104, 1302, 6880]",5.6,"[50, 126, 996]"
10718,0.34427800000000003,[14148],"[9056, 752, 18990]",[6435],[3],"[61, 276, 15]",4.8,"[1245, 379, 1240]"
14292,0.7514460000000001,[1378],"[315, 916, 6264]",[6569],"[1, 23]",[1449],6.8,"[1982, 30, 1504]"
16617,0.33355500000000005,[14149],"[6067, 2514, 18991]",[770],"[12, 4, 8]","[5076, 2231, 609]",6.3,"[158, 94, 152]"
9636,0.47529499999999997,[3396],"[550, 334, 1616]",[10216],"[3, 4]","[219, 6900, 946]",6.1,"[36, 902, 239]"
11171,0.331378,"[5640, 2781]","[693, 3560, 3709]",[3090],[1],"[1673, 3187, 6987]",7.1,"[426, 292, 1069]"
10609,0.33003000000000005,"[127, 142, 7977]","[654, 359, 1255]",[1898],"[1, 2, 7]","[75, 25728, 453]",6.7,"[615, 1199, 28249]"
13932,0.329563,"[14150, 1216]","[6197, 18992, 1250]",[2548],"[6, 13, 10]","[27, 193]",7.3,"[102, 107, 141]"
12657,0.322152,"[889, 8124]","[1839, 2083, 8918]",[10131],[2],[29],4.8,"[236, 958, 1711]"
24653,0.316254,"[813, 14151, 14152]","[18993, 18994, 9071]",[10077],[1],"[10789, 3481, 2247]",7.3,"[427, 5285, 1787]"
