title,,,,,,,,,,,
10 Cloverfield Lane,0.11399590956831449,0.19019328155799917,0.150045251302225,0.18193066297834248,0.6639107592085278,0.1112056787762987,0.23458492339245582,0.04360261924662873,0.14878739110243164,0.11674373288099703,0.03206792490948972
10 Things I Hate About You,0.060280250695844494,0.11469147664805253,0.06948827517529328,0.01939905120525509,0.9380767345428467,0.2468488390247027,0.3319266103208065,0.017542282585054636,0.0779292971516649,0.1077260176340739,0.03830626467242837
12 Angry Men,0.08323066936184963,0.18023626934736967,0.07982077027360598,0.04594582033654054,0.7657729803894957,0.18200801662169397,0.4224011516508957,0.03615673212334514,0.12369632807870706,0.08398790527135133,0.04658902110531926
12 Years a Slave,0.363640877516254,0.09246329855369895,0.4199142133522975,0.11806312536722735,0.2630690772233433,0.03904192296690062,0.12437882644467448,0.1383712774044589,0.4913467606039424,0.0503591123576227,0.016280828999649537
127 Hours,0.051602476147999024,0.1834815270428,0.07292808267962315,0.08284624415481913,0.743823297578713,0.14343577491697565,0.2483968773920988,0.03949583540188855,0.1614930521182973,0.103966206954471,0.031436455050676035
1408,0.11020683946654848,0.22211911432121112,0.1476197188679615,0.25689333580110385,0.5486056307816635,0.0465326975605896,0.14400904850386406,0.045419740855045944,0.17978618123933024,0.10746991634368896,0.021210370909260666
1941,0.014427056536078453,0.21585093438625336,0.018603932112455368,0.02735593356192112,0.9837065935134888,0.3196813464164734,0.4759105145931244,0.012833272106945515,0.024379029870033264,0.1412763148546219,0.06294014304876328
2012,0.1909769917993496,0.10637572060028712,0.20481369961053134,0.03173170535204311,0.6594884179532527,0.13415327618519465,0.19757083160802721,0.037416340131312606,0.20462098345160484,0.08009671612332264,0.024729933807005486
21,0.05893358774483204,0.13995398740683282,0.05685625358351639,0.010600328595111412,0.922945961356163,0.16860537550279073,0.4507239790899413,0.023915997573307583,0.1146029053655054,0.07762851140328816,0.04363414006573813
21 Jump Street,0.0662819507997483,0.104283032938838,0.07362206334558626,0.006989532887625198,0.9506105234225591,0.21989904902875423,0.359869131197532,0.018646046829720337,0.09829666931182146,0.08484583565344413,0.040705960476771
22 Jump Street,0.04750188260472247,0.09561443914260183,0.04805373919329473,0.008693058509379625,0.972558570759637,0.32291742361017634,0.47565252759626936,0.012667215362723385,0.04109624207818082,0.08008837141096592,0.048132557688014846
28 Days Later...,0.22650006832554936,0.14475288699296388,0.24097571543163873,0.15454050186301835,0.5818149254403331,0.060878227930516005,0.12257838022725825,0.03684545270251957,0.12948651594871824,0.11300360148941929,0.019394947406412524
28 Weeks Later,0.35448467710779774,0.1633617399191415,0.3636345070683294,0.23900850200853138,0.38072085484034485,0.043986990151030046,0.1172945739839364,0.04599859593091188,0.1541113398141331,0.11200961556837515,0.019840890369205562
3 Idiots,0.07124670594930649,0.0890121003612876,0.06227037124335766,0.00670694510336034,0.9571403414011002,0.28058635210618377,0.4362715892493725,0.015829166513867676,0.06610072799958289,0.067464679479599,0.04122967668808997
30 Days of Night,0.13838763352866998,0.16362492773024476,0.15151240295894883,0.13877579026088557,0.7346761309925247,0.08737862329272662,0.20985118431203506,0.030590261935311204,0.12491691778140034,0.11530057636692244,0.027122377089279538
300,0.1345603294474514,0.18797663403184792,0.15096085008821988,0.0272867623226423,0.7108997671227706,0.07189109637156914,0.19561863744533375,0.03834316850100693,0.14634501139976477,0.12191978214602721,0.02280031821053279
3_10 to Yuma,0.08966717903967947,0.18309620395302773,0.0986615379806608,0.015149842292885296,0.7859287168830633,0.13460752402897924,0.24165509338490665,0.028657482063863426,0.11722896771971136,0.1189306911546737,0.029483637597877532
