title,,,,,,,,,,,
10 Cloverfield Lane,0.0734283370701106,0.13342473910827385,0.1473367564184101,0.06343345369800533,0.0952673296591169,0.005423475804395582,0.03319503078972431,0.08576947999627967,0.5888379822043996,0.031429198619566466,0.006424220009265761
10 Things I Hate About You,0.09332679801930983,0.09262015422185262,0.16100953643520674,0.06443655211478472,0.05840358634789785,0.0044979416610052185,0.021340320352464914,0.08537049405276775,0.6609622637430826,0.021757017821073532,0.004806786232317488
12 Angry Men,0.16346964569141467,0.14458376504480838,0.24671965440114338,0.03809991674497724,0.0972019134555012,0.004926367934482793,0.02893524239771068,0.07186824117476741,0.5162420363475879,0.02967293970286846,0.006113899118887881
12 Years a Slave,0.03735410157395037,0.1250254511833191,0.09953089725030095,0.06607201680737107,0.07168042895041014,0.004449704710982348,0.026267222275859432,0.08093561585012235,0.6155526479215998,0.021358065209106394,0.005529902875423431
127 Hours,0.045334086464396836,0.1358377805043911,0.10666837620324102,0.05348636537533382,0.1178661073590147,0.00628119991321502,0.053810338040107285,0.07364085429059021,0.5697755712437732,0.0243995171682588,0.009020455053140378
1408,0.09168291342971117,0.1283065725279891,0.14526656828820705,0.06829858409321826,0.1287263831852571,0.010076506782080169,0.060455872292589884,0.07701037986123044,0.5648298044081616,0.048707710093130234,0.009818938722753006
1941,0.04615119472146034,0.17511580884456635,0.11156514286994934,0.046824853867292404,0.08079428970813751,0.005208354908972979,0.02940003201365471,0.05943745747208595,0.44865402579307556,0.028489336371421814,0.00736791780218482
2012,0.1450544034441312,0.17460273690521716,0.20752392187714577,0.041068520645300546,0.1426467850183447,0.005707569148701926,0.035104545578360555,0.060254439680526656,0.436333895723025,0.03581434885660807,0.007071751883874337
21,0.05387699404465301,0.12993209649409568,0.1218601151236466,0.053147418956671445,0.12847802521927015,0.006094560941814312,0.04414430200787527,0.07470626470499805,0.5852320202227149,0.023360015957483223,0.0069501846363501886
21 Jump Street,0.11578316055238247,0.10259883881856997,0.1928974132363995,0.055822212637091674,0.0689899077018102,0.005438299655603866,0.024056375958025455,0.08795375454549988,0.6803100556135178,0.022283925209194422,0.0054327383016546564
22 Jump Street,0.03663737592952592,0.09965094019259725,0.09598714193063122,0.06099000150736954,0.13548499132905686,0.012619664493416036,0.03330570752067225,0.08011829966147031,0.6385349767016513,0.024790944531559944,0.0061895405940179315
28 Days Later...,0.08457185463471846,0.10699126505377618,0.1462848111987114,0.06743285263126547,0.07000363508070057,0.0045700283424759455,0.029101741373200308,0.07679448310624469,0.6011285358531908,0.01919882088391618,0.00551425378811969
28 Weeks Later,0.06057107959080626,0.16972491089944486,0.1316528843232879,0.04486215956233166,0.15055509035785994,0.006217012216371519,0.053925183670664276,0.0658650468620989,0.45124320120171263,0.03244294933284874,0.00794149504939991
3 Idiots,0.13642619946040213,0.12098394613713026,0.1916811652481556,0.04384312545880675,0.15646088938228786,0.007313650596188381,0.028094129636883736,0.06633920967578888,0.5035369638353586,0.031736623495817184,0.005848210770636797
30 Days of Night,0.06750385589240228,0.10852960727232344,0.12276705584543593,0.057786166928160715,0.09982855376951835,0.006052144892130266,0.040549293050871175,0.07847216980093542,0.6118833421565154,0.018674569259233335,0.006025712635806378
300,0.06566446754885347,0.17143808971894414,0.1477703742290798,0.04881100881060487,0.07697412352028646,0.005359319822960778,0.04929073581374005,0.08529060765316612,0.5125391695060229,0.028807963685769784,0.008300249379030183
3_10 to Yuma,0.04999553895322606,0.14237568015232682,0.10894171497784555,0.0583824350615032,0.190484996244777,0.015501832647714764,0.11301501764683053,0.08194785291561857,0.5885351214092225,0.02799282013438642,0.0270212744071614
42,0.08428857643157243,0.13690360113978386,0.1471674706786871,0.051495981961488725,0.10249579846858978,0.006125861359760165,0.02954840464517474,0.08467075545340777,0.6203573137521744,0.026805951818823816,0.006458284519612789
50 First Dates,0.028531527146697044,0.21052140955414092,0.06972101969378335,0.025059871841222048,0.4073300191334316,0.030189770074295148,0.07485241336481911,0.056066033829535754,0.32756577911121504,0.04038898567003863,0.011480245273560286
54,0.11196473799645901,0.12560971081256866,0.21836886927485466,0.01190873607993126,0.5012766122817993,0.07155532715842128,0.2785430788062513,0.0384787954390049,0.30872777849435806,0.046075524762272835,0.033672622754238546
8 Mile,0.0896595121982197,0.22728520104040703,0.14989193777243295,0.021936207893304527,0.24697833632429442,0.008133598739126077,0.04700009555866321,0.0393461916440477,0.2855598609894514,0.041761268861591816,0.008546899286253998
